PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(60, 241)",2,"(0, 1)","[(60, 241), (194, 251)]"
"(194, 251)",2,"(0, 2)","[(60, 241), (146, 240)]"
"(146, 240)",2,"(0, 5)","[(60, 241), (92, 221)]"
"(177, 226)",2,"(0, 6)","[(60, 241), (82, 212)]"
"(135, 227)",2,"(0, 7)","[(60, 241), (136, 4)]"
"(92, 221)",2,"(1, 2)","[(194, 251), (146, 240)]"
"(82, 212)",2,"(1, 3)","[(194, 251), (177, 226)]"
"(136, 4)",2,"(1, 7)","[(194, 251), (136, 4)]"
,2,"(3, 7)","[(177, 226), (136, 4)]"
,2,"(6, 7)","[(82, 212), (136, 4)]"
,3,"(0, 1, 2)","[(60, 241), (194, 251), (146, 240)]"
,3,"(0, 2, 5)","[(60, 241), (146, 240), (92, 221)]"
,3,"(0, 5, 6)","[(60, 241), (92, 221), (82, 212)]"
,3,"(0, 6, 7)","[(60, 241), (82, 212), (136, 4)]"
,3,"(1, 2, 3)","[(194, 251), (146, 240), (177, 226)]"
,3,"(1, 3, 7)","[(194, 251), (177, 226), (136, 4)]"
,3,"(3, 4, 7)","[(177, 226), (135, 227), (136, 4)]"
,3,"(3, 6, 7)","[(177, 226), (82, 212), (136, 4)]"
,3,"(5, 6, 7)","[(92, 221), (82, 212), (136, 4)]"
,4,"(0, 1, 2, 3)","[(60, 241), (194, 251), (146, 240), (177, 226)]"
,4,"(0, 1, 2, 4)","[(60, 241), (194, 251), (146, 240), (135, 227)]"
,4,"(0, 1, 2, 5)","[(60, 241), (194, 251), (146, 240), (92, 221)]"
,4,"(0, 2, 5, 6)","[(60, 241), (146, 240), (92, 221), (82, 212)]"
,4,"(0, 4, 5, 6)","[(60, 241), (135, 227), (92, 221), (82, 212)]"
,4,"(0, 5, 6, 7)","[(60, 241), (92, 221), (82, 212), (136, 4)]"
