PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(173, 16)",2,"(0, 1)","[(173, 16), (33, 27)]"
"(33, 27)",2,"(0, 5)","[(173, 16), (184, 171)]"
"(118, 239)",2,"(0, 7)","[(173, 16), (222, 217)]"
"(174, 186)",2,"(1, 2)","[(33, 27), (118, 239)]"
"(177, 175)",2,"(2, 6)","[(118, 239), (191, 213)]"
"(184, 171)",2,"(2, 7)","[(118, 239), (222, 217)]"
"(191, 213)",2,"(6, 7)","[(191, 213), (222, 217)]"
"(222, 217)",3,"(0, 1, 2)","[(173, 16), (33, 27), (118, 239)]"
,3,"(0, 1, 4)","[(173, 16), (33, 27), (177, 175)]"
,3,"(0, 1, 5)","[(173, 16), (33, 27), (184, 171)]"
,3,"(0, 5, 7)","[(173, 16), (184, 171), (222, 217)]"
,3,"(0, 6, 7)","[(173, 16), (191, 213), (222, 217)]"
,3,"(1, 2, 3)","[(33, 27), (118, 239), (174, 186)]"
,3,"(1, 2, 6)","[(33, 27), (118, 239), (191, 213)]"
,3,"(2, 3, 6)","[(118, 239), (174, 186), (191, 213)]"
,3,"(2, 6, 7)","[(118, 239), (191, 213), (222, 217)]"
,3,"(3, 6, 7)","[(174, 186), (191, 213), (222, 217)]"
,3,"(5, 6, 7)","[(184, 171), (191, 213), (222, 217)]"
,4,"(0, 1, 2, 3)","[(173, 16), (33, 27), (118, 239), (174, 186)]"
,4,"(0, 1, 2, 4)","[(173, 16), (33, 27), (118, 239), (177, 175)]"
,4,"(0, 1, 4, 5)","[(173, 16), (33, 27), (177, 175), (184, 171)]"
,4,"(0, 1, 5, 7)","[(173, 16), (33, 27), (184, 171), (222, 217)]"
,4,"(0, 4, 5, 7)","[(173, 16), (177, 175), (184, 171), (222, 217)]"
,4,"(0, 5, 6, 7)","[(173, 16), (184, 171), (191, 213), (222, 217)]"
