PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(131, 242)",2,"(0, 1)","[(131, 242), (253, 180)]"
"(253, 180)",2,"(0, 4)","[(131, 242), (145, 229)]"
"(239, 173)",2,"(0, 7)","[(131, 242), (149, 71)]"
"(204, 188)",2,"(1, 2)","[(253, 180), (239, 173)]"
"(145, 229)",2,"(1, 7)","[(253, 180), (149, 71)]"
"(169, 198)",2,"(2, 7)","[(239, 173), (149, 71)]"
"(175, 178)",2,"(6, 7)","[(175, 178), (149, 71)]"
"(149, 71)",3,"(0, 1, 2)","[(131, 242), (253, 180), (239, 173)]"
,3,"(0, 1, 4)","[(131, 242), (253, 180), (145, 229)]"
,3,"(0, 4, 5)","[(131, 242), (145, 229), (169, 198)]"
,3,"(0, 4, 7)","[(131, 242), (145, 229), (149, 71)]"
,3,"(0, 6, 7)","[(131, 242), (175, 178), (149, 71)]"
,3,"(1, 2, 3)","[(253, 180), (239, 173), (204, 188)]"
,3,"(1, 2, 7)","[(253, 180), (239, 173), (149, 71)]"
,3,"(2, 6, 7)","[(239, 173), (175, 178), (149, 71)]"
,3,"(5, 6, 7)","[(169, 198), (175, 178), (149, 71)]"
,4,"(0, 1, 2, 3)","[(131, 242), (253, 180), (239, 173), (204, 188)]"
,4,"(0, 1, 2, 4)","[(131, 242), (253, 180), (239, 173), (145, 229)]"
,4,"(0, 1, 3, 4)","[(131, 242), (253, 180), (204, 188), (145, 229)]"
,4,"(0, 1, 4, 5)","[(131, 242), (253, 180), (145, 229), (169, 198)]"
,4,"(0, 3, 4, 5)","[(131, 242), (204, 188), (145, 229), (169, 198)]"
,4,"(0, 4, 5, 6)","[(131, 242), (145, 229), (169, 198), (175, 178)]"
,4,"(0, 4, 5, 7)","[(131, 242), (145, 229), (169, 198), (149, 71)]"
,4,"(0, 4, 6, 7)","[(131, 242), (145, 229), (175, 178), (149, 71)]"
,4,"(0, 5, 6, 7)","[(131, 242), (169, 198), (175, 178), (149, 71)]"
