PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(49, 42)",2,"(0, 1)","[(49, 42), (79, 251)]"
"(79, 251)",2,"(0, 4)","[(49, 42), (110, 114)]"
"(97, 212)",2,"(0, 5)","[(49, 42), (126, 60)]"
"(96, 200)",2,"(0, 7)","[(49, 42), (207, 5)]"
"(110, 114)",2,"(1, 2)","[(79, 251), (97, 212)]"
"(126, 60)",2,"(1, 7)","[(79, 251), (207, 5)]"
"(134, 58)",2,"(2, 7)","[(97, 212), (207, 5)]"
"(207, 5)",2,"(6, 7)","[(134, 58), (207, 5)]"
,3,"(0, 1, 2)","[(49, 42), (79, 251), (97, 212)]"
,3,"(0, 1, 3)","[(49, 42), (79, 251), (96, 200)]"
,3,"(0, 1, 4)","[(49, 42), (79, 251), (110, 114)]"
,3,"(0, 4, 5)","[(49, 42), (110, 114), (126, 60)]"
,3,"(0, 5, 6)","[(49, 42), (126, 60), (134, 58)]"
,3,"(0, 5, 7)","[(49, 42), (126, 60), (207, 5)]"
,3,"(0, 6, 7)","[(49, 42), (134, 58), (207, 5)]"
,3,"(1, 2, 3)","[(79, 251), (97, 212), (96, 200)]"
,3,"(1, 2, 7)","[(79, 251), (97, 212), (207, 5)]"
,3,"(2, 3, 7)","[(97, 212), (96, 200), (207, 5)]"
,3,"(2, 6, 7)","[(97, 212), (134, 58), (207, 5)]"
,3,"(5, 6, 7)","[(126, 60), (134, 58), (207, 5)]"
,4,"(0, 1, 2, 3)","[(49, 42), (79, 251), (97, 212), (96, 200)]"
,4,"(0, 1, 3, 4)","[(49, 42), (79, 251), (96, 200), (110, 114)]"
,4,"(0, 1, 4, 5)","[(49, 42), (79, 251), (110, 114), (126, 60)]"
,4,"(0, 4, 5, 6)","[(49, 42), (110, 114), (126, 60), (134, 58)]"
,4,"(0, 5, 6, 7)","[(49, 42), (126, 60), (134, 58), (207, 5)]"
