PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(144, 229)",2,"(0, 1)","[(144, 229), (226, 124)]"
"(226, 124)",2,"(0, 5)","[(144, 229), (138, 185)]"
"(186, 107)",2,"(0, 7)","[(144, 229), (5, 5)]"
"(159, 127)",2,"(1, 2)","[(226, 124), (186, 107)]"
"(142, 148)",2,"(1, 7)","[(226, 124), (5, 5)]"
"(138, 185)",2,"(2, 7)","[(186, 107), (5, 5)]"
"(114, 84)",2,"(6, 7)","[(114, 84), (5, 5)]"
"(5, 5)",3,"(0, 1, 2)","[(144, 229), (226, 124), (186, 107)]"
,3,"(0, 1, 5)","[(144, 229), (226, 124), (138, 185)]"
,3,"(0, 4, 5)","[(144, 229), (142, 148), (138, 185)]"
,3,"(0, 5, 7)","[(144, 229), (138, 185), (5, 5)]"
,3,"(0, 6, 7)","[(144, 229), (114, 84), (5, 5)]"
,3,"(1, 2, 3)","[(226, 124), (186, 107), (159, 127)]"
,3,"(1, 2, 6)","[(226, 124), (186, 107), (114, 84)]"
,3,"(1, 2, 7)","[(226, 124), (186, 107), (5, 5)]"
,3,"(2, 6, 7)","[(186, 107), (114, 84), (5, 5)]"
,3,"(3, 6, 7)","[(159, 127), (114, 84), (5, 5)]"
,3,"(4, 6, 7)","[(142, 148), (114, 84), (5, 5)]"
,3,"(5, 6, 7)","[(138, 185), (114, 84), (5, 5)]"
,4,"(0, 1, 2, 3)","[(144, 229), (226, 124), (186, 107), (159, 127)]"
,4,"(0, 1, 2, 5)","[(144, 229), (226, 124), (186, 107), (138, 185)]"
,4,"(0, 1, 4, 5)","[(144, 229), (226, 124), (142, 148), (138, 185)]"
,4,"(0, 3, 4, 5)","[(144, 229), (159, 127), (142, 148), (138, 185)]"
,4,"(0, 4, 5, 7)","[(144, 229), (142, 148), (138, 185), (5, 5)]"
,4,"(0, 5, 6, 7)","[(144, 229), (138, 185), (114, 84), (5, 5)]"
