PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(50, 215)",2,"(0, 1)","[(50, 215), (205, 109)]"
"(205, 109)",2,"(0, 6)","[(50, 215), (72, 163)]"
"(169, 107)",2,"(0, 7)","[(50, 215), (55, 40)]"
"(95, 146)",2,"(1, 2)","[(205, 109), (169, 107)]"
"(109, 119)",2,"(1, 7)","[(205, 109), (55, 40)]"
"(108, 112)",2,"(2, 7)","[(169, 107), (55, 40)]"
"(72, 163)",2,"(5, 7)","[(108, 112), (55, 40)]"
"(55, 40)",2,"(6, 7)","[(72, 163), (55, 40)]"
,3,"(0, 1, 2)","[(50, 215), (205, 109), (169, 107)]"
,3,"(0, 1, 6)","[(50, 215), (205, 109), (72, 163)]"
,3,"(0, 3, 6)","[(50, 215), (95, 146), (72, 163)]"
,3,"(0, 6, 7)","[(50, 215), (72, 163), (55, 40)]"
,3,"(1, 2, 3)","[(205, 109), (169, 107), (95, 146)]"
,3,"(1, 2, 4)","[(205, 109), (169, 107), (109, 119)]"
,3,"(1, 2, 5)","[(205, 109), (169, 107), (108, 112)]"
,3,"(1, 2, 7)","[(205, 109), (169, 107), (55, 40)]"
,3,"(2, 5, 7)","[(169, 107), (108, 112), (55, 40)]"
,3,"(4, 5, 7)","[(109, 119), (108, 112), (55, 40)]"
,3,"(5, 6, 7)","[(108, 112), (72, 163), (55, 40)]"
,4,"(0, 1, 2, 3)","[(50, 215), (205, 109), (169, 107), (95, 146)]"
,4,"(0, 1, 2, 6)","[(50, 215), (205, 109), (169, 107), (72, 163)]"
,4,"(0, 1, 3, 6)","[(50, 215), (205, 109), (95, 146), (72, 163)]"
,4,"(0, 3, 4, 6)","[(50, 215), (95, 146), (109, 119), (72, 163)]"
,4,"(0, 3, 6, 7)","[(50, 215), (95, 146), (72, 163), (55, 40)]"
,4,"(0, 5, 6, 7)","[(50, 215), (108, 112), (72, 163), (55, 40)]"
