PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(253, 72)",2,"(0, 1)","[(253, 72), (2, 30)]"
"(2, 30)",2,"(0, 4)","[(253, 72), (225, 77)]"
"(31, 50)",2,"(0, 7)","[(253, 72), (231, 226)]"
"(103, 88)",2,"(1, 2)","[(2, 30), (31, 50)]"
"(225, 77)",2,"(1, 7)","[(2, 30), (231, 226)]"
"(202, 85)",2,"(2, 7)","[(31, 50), (231, 226)]"
"(223, 87)",2,"(3, 7)","[(103, 88), (231, 226)]"
"(231, 226)",2,"(6, 7)","[(223, 87), (231, 226)]"
,3,"(0, 1, 2)","[(253, 72), (2, 30), (31, 50)]"
,3,"(0, 1, 4)","[(253, 72), (2, 30), (225, 77)]"
,3,"(0, 4, 6)","[(253, 72), (225, 77), (223, 87)]"
,3,"(0, 4, 7)","[(253, 72), (225, 77), (231, 226)]"
,3,"(0, 6, 7)","[(253, 72), (223, 87), (231, 226)]"
,3,"(1, 2, 3)","[(2, 30), (31, 50), (103, 88)]"
,3,"(1, 2, 7)","[(2, 30), (31, 50), (231, 226)]"
,3,"(2, 3, 7)","[(31, 50), (103, 88), (231, 226)]"
,3,"(3, 5, 7)","[(103, 88), (202, 85), (231, 226)]"
,3,"(3, 6, 7)","[(103, 88), (223, 87), (231, 226)]"
,3,"(5, 6, 7)","[(202, 85), (223, 87), (231, 226)]"
,4,"(0, 1, 2, 3)","[(253, 72), (2, 30), (31, 50), (103, 88)]"
,4,"(0, 1, 2, 4)","[(253, 72), (2, 30), (31, 50), (225, 77)]"
,4,"(0, 1, 4, 6)","[(253, 72), (2, 30), (225, 77), (223, 87)]"
,4,"(0, 4, 5, 6)","[(253, 72), (225, 77), (202, 85), (223, 87)]"
,4,"(0, 4, 6, 7)","[(253, 72), (225, 77), (223, 87), (231, 226)]"
,4,"(0, 5, 6, 7)","[(253, 72), (202, 85), (223, 87), (231, 226)]"
