PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(181, 84)",2,"(0, 1)","[(181, 84), (106, 46)]"
"(106, 46)",2,"(0, 7)","[(181, 84), (254, 144)]"
"(4, 18)",2,"(1, 2)","[(106, 46), (4, 18)]"
"(35, 177)",2,"(2, 3)","[(4, 18), (35, 177)]"
"(22, 238)",2,"(2, 4)","[(4, 18), (22, 238)]"
"(200, 187)",2,"(3, 4)","[(35, 177), (22, 238)]"
"(198, 138)",2,"(4, 5)","[(22, 238), (200, 187)]"
"(254, 144)",2,"(5, 7)","[(200, 187), (254, 144)]"
,2,"(6, 7)","[(198, 138), (254, 144)]"
,3,"(0, 1, 2)","[(181, 84), (106, 46), (4, 18)]"
,3,"(0, 1, 7)","[(181, 84), (106, 46), (254, 144)]"
,3,"(0, 6, 7)","[(181, 84), (198, 138), (254, 144)]"
,3,"(1, 2, 3)","[(106, 46), (4, 18), (35, 177)]"
,3,"(2, 3, 4)","[(4, 18), (35, 177), (22, 238)]"
,3,"(3, 4, 5)","[(35, 177), (22, 238), (200, 187)]"
,3,"(4, 5, 7)","[(22, 238), (200, 187), (254, 144)]"
,3,"(5, 6, 7)","[(200, 187), (198, 138), (254, 144)]"
,4,"(0, 1, 2, 3)","[(181, 84), (106, 46), (4, 18), (35, 177)]"
,4,"(0, 1, 2, 6)","[(181, 84), (106, 46), (4, 18), (198, 138)]"
,4,"(0, 1, 2, 7)","[(181, 84), (106, 46), (4, 18), (254, 144)]"
,4,"(0, 1, 6, 7)","[(181, 84), (106, 46), (198, 138), (254, 144)]"
,4,"(0, 5, 6, 7)","[(181, 84), (200, 187), (198, 138), (254, 144)]"
