PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(235, 96)",2,"(0, 1)","[(235, 96), (26, 21)]"
"(26, 21)",2,"(0, 4)","[(235, 96), (71, 180)]"
"(30, 193)",2,"(0, 5)","[(235, 96), (70, 184)]"
"(66, 179)",2,"(0, 7)","[(235, 96), (8, 247)]"
"(71, 180)",2,"(1, 2)","[(26, 21), (30, 193)]"
"(70, 184)",2,"(1, 7)","[(26, 21), (8, 247)]"
"(37, 207)",2,"(2, 7)","[(30, 193), (8, 247)]"
"(8, 247)",2,"(6, 7)","[(37, 207), (8, 247)]"
,3,"(0, 1, 2)","[(235, 96), (26, 21), (30, 193)]"
,3,"(0, 1, 3)","[(235, 96), (26, 21), (66, 179)]"
,3,"(0, 1, 4)","[(235, 96), (26, 21), (71, 180)]"
,3,"(0, 4, 5)","[(235, 96), (71, 180), (70, 184)]"
,3,"(0, 5, 7)","[(235, 96), (70, 184), (8, 247)]"
,3,"(0, 6, 7)","[(235, 96), (37, 207), (8, 247)]"
,3,"(1, 2, 3)","[(26, 21), (30, 193), (66, 179)]"
,3,"(1, 2, 6)","[(26, 21), (30, 193), (37, 207)]"
,3,"(1, 2, 7)","[(26, 21), (30, 193), (8, 247)]"
,3,"(2, 6, 7)","[(30, 193), (37, 207), (8, 247)]"
,3,"(5, 6, 7)","[(70, 184), (37, 207), (8, 247)]"
,4,"(0, 1, 2, 3)","[(235, 96), (26, 21), (30, 193), (66, 179)]"
,4,"(0, 1, 3, 4)","[(235, 96), (26, 21), (66, 179), (71, 180)]"
,4,"(0, 1, 4, 5)","[(235, 96), (26, 21), (71, 180), (70, 184)]"
,4,"(0, 3, 4, 5)","[(235, 96), (66, 179), (71, 180), (70, 184)]"
,4,"(0, 4, 5, 7)","[(235, 96), (71, 180), (70, 184), (8, 247)]"
,4,"(0, 5, 6, 7)","[(235, 96), (70, 184), (37, 207), (8, 247)]"
