PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(175, 21)",2,"(0, 1)","[(175, 21), (46, 184)]"
"(46, 184)",2,"(0, 5)","[(175, 21), (163, 85)]"
"(16, 234)",2,"(0, 7)","[(175, 21), (240, 132)]"
"(69, 170)",2,"(1, 2)","[(46, 184), (16, 234)]"
"(71, 174)",2,"(2, 7)","[(16, 234), (240, 132)]"
"(163, 85)",2,"(6, 7)","[(166, 91), (240, 132)]"
"(166, 91)",3,"(0, 1, 2)","[(175, 21), (46, 184), (16, 234)]"
"(240, 132)",3,"(0, 1, 3)","[(175, 21), (46, 184), (69, 170)]"
,3,"(0, 1, 5)","[(175, 21), (46, 184), (163, 85)]"
,3,"(0, 5, 6)","[(175, 21), (163, 85), (166, 91)]"
,3,"(0, 5, 7)","[(175, 21), (163, 85), (240, 132)]"
,3,"(0, 6, 7)","[(175, 21), (166, 91), (240, 132)]"
,3,"(1, 2, 3)","[(46, 184), (16, 234), (69, 170)]"
,3,"(1, 2, 4)","[(46, 184), (16, 234), (71, 174)]"
,3,"(1, 2, 7)","[(46, 184), (16, 234), (240, 132)]"
,3,"(2, 4, 7)","[(16, 234), (71, 174), (240, 132)]"
,3,"(2, 6, 7)","[(16, 234), (166, 91), (240, 132)]"
,3,"(5, 6, 7)","[(163, 85), (166, 91), (240, 132)]"
,4,"(0, 1, 2, 3)","[(175, 21), (46, 184), (16, 234), (69, 170)]"
,4,"(0, 1, 3, 4)","[(175, 21), (46, 184), (69, 170), (71, 174)]"
,4,"(0, 1, 3, 5)","[(175, 21), (46, 184), (69, 170), (163, 85)]"
,4,"(0, 1, 5, 6)","[(175, 21), (46, 184), (163, 85), (166, 91)]"
,4,"(0, 3, 5, 6)","[(175, 21), (69, 170), (163, 85), (166, 91)]"
,4,"(0, 5, 6, 7)","[(175, 21), (163, 85), (166, 91), (240, 132)]"
