PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(199, 238)",2,"(0, 1)","[(199, 238), (209, 18)]"
"(209, 18)",2,"(0, 4)","[(199, 238), (181, 228)]"
"(127, 124)",2,"(0, 7)","[(199, 238), (47, 214)]"
"(131, 142)",2,"(1, 2)","[(209, 18), (127, 124)]"
"(181, 228)",2,"(1, 7)","[(209, 18), (47, 214)]"
"(132, 211)",2,"(2, 7)","[(127, 124), (47, 214)]"
"(116, 209)",2,"(6, 7)","[(116, 209), (47, 214)]"
"(47, 214)",3,"(0, 1, 2)","[(199, 238), (209, 18), (127, 124)]"
,3,"(0, 1, 4)","[(199, 238), (209, 18), (181, 228)]"
,3,"(0, 4, 5)","[(199, 238), (181, 228), (132, 211)]"
,3,"(0, 4, 7)","[(199, 238), (181, 228), (47, 214)]"
,3,"(0, 6, 7)","[(199, 238), (116, 209), (47, 214)]"
,3,"(1, 2, 3)","[(209, 18), (127, 124), (131, 142)]"
,3,"(1, 2, 7)","[(209, 18), (127, 124), (47, 214)]"
,3,"(2, 3, 7)","[(127, 124), (131, 142), (47, 214)]"
,3,"(2, 6, 7)","[(127, 124), (116, 209), (47, 214)]"
,3,"(5, 6, 7)","[(132, 211), (116, 209), (47, 214)]"
,4,"(0, 1, 2, 3)","[(199, 238), (209, 18), (127, 124), (131, 142)]"
,4,"(0, 1, 2, 4)","[(199, 238), (209, 18), (127, 124), (181, 228)]"
,4,"(0, 1, 3, 4)","[(199, 238), (209, 18), (131, 142), (181, 228)]"
,4,"(0, 1, 4, 5)","[(199, 238), (209, 18), (181, 228), (132, 211)]"
,4,"(0, 4, 5, 6)","[(199, 238), (181, 228), (132, 211), (116, 209)]"
,4,"(0, 4, 5, 7)","[(199, 238), (181, 228), (132, 211), (47, 214)]"
,4,"(0, 4, 6, 7)","[(199, 238), (181, 228), (116, 209), (47, 214)]"
,4,"(0, 5, 6, 7)","[(199, 238), (132, 211), (116, 209), (47, 214)]"
