PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(6, 151)",2,"(0, 1)","[(6, 151), (66, 187)]"
"(66, 187)",2,"(0, 4)","[(6, 151), (87, 155)]"
"(122, 196)",2,"(0, 7)","[(6, 151), (232, 70)]"
"(117, 186)",2,"(1, 2)","[(66, 187), (122, 196)]"
"(87, 155)",2,"(2, 3)","[(122, 196), (117, 186)]"
"(247, 121)",2,"(2, 5)","[(122, 196), (247, 121)]"
"(176, 119)",2,"(5, 7)","[(247, 121), (232, 70)]"
"(232, 70)",2,"(6, 7)","[(176, 119), (232, 70)]"
,3,"(0, 1, 2)","[(6, 151), (66, 187), (122, 196)]"
,3,"(0, 1, 4)","[(6, 151), (66, 187), (87, 155)]"
,3,"(0, 4, 7)","[(6, 151), (87, 155), (232, 70)]"
,3,"(0, 6, 7)","[(6, 151), (176, 119), (232, 70)]"
,3,"(1, 2, 3)","[(66, 187), (122, 196), (117, 186)]"
,3,"(2, 3, 5)","[(122, 196), (117, 186), (247, 121)]"
,3,"(2, 5, 7)","[(122, 196), (247, 121), (232, 70)]"
,3,"(5, 6, 7)","[(247, 121), (176, 119), (232, 70)]"
,4,"(0, 1, 2, 3)","[(6, 151), (66, 187), (122, 196), (117, 186)]"
,4,"(0, 1, 2, 4)","[(6, 151), (66, 187), (122, 196), (87, 155)]"
,4,"(0, 1, 3, 4)","[(6, 151), (66, 187), (117, 186), (87, 155)]"
,4,"(0, 1, 4, 6)","[(6, 151), (66, 187), (87, 155), (176, 119)]"
,4,"(0, 1, 4, 7)","[(6, 151), (66, 187), (87, 155), (232, 70)]"
,4,"(0, 4, 6, 7)","[(6, 151), (87, 155), (176, 119), (232, 70)]"
,4,"(0, 5, 6, 7)","[(6, 151), (247, 121), (176, 119), (232, 70)]"
