PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(110, 43)",2,"(0, 1)","[(110, 43), (34, 111)]"
"(34, 111)",2,"(0, 5)","[(110, 43), (114, 90)]"
"(73, 213)",2,"(0, 7)","[(110, 43), (221, 83)]"
"(91, 142)",2,"(1, 2)","[(34, 111), (73, 213)]"
"(105, 103)",2,"(2, 3)","[(73, 213), (91, 142)]"
"(114, 90)",2,"(2, 7)","[(73, 213), (221, 83)]"
"(126, 107)",2,"(6, 7)","[(126, 107), (221, 83)]"
"(221, 83)",3,"(0, 1, 2)","[(110, 43), (34, 111), (73, 213)]"
,3,"(0, 1, 3)","[(110, 43), (34, 111), (91, 142)]"
,3,"(0, 1, 4)","[(110, 43), (34, 111), (105, 103)]"
,3,"(0, 1, 5)","[(110, 43), (34, 111), (114, 90)]"
,3,"(0, 5, 7)","[(110, 43), (114, 90), (221, 83)]"
,3,"(0, 6, 7)","[(110, 43), (126, 107), (221, 83)]"
,3,"(1, 2, 3)","[(34, 111), (73, 213), (91, 142)]"
,3,"(2, 3, 6)","[(73, 213), (91, 142), (126, 107)]"
,3,"(2, 3, 7)","[(73, 213), (91, 142), (221, 83)]"
,3,"(2, 6, 7)","[(73, 213), (126, 107), (221, 83)]"
,3,"(5, 6, 7)","[(114, 90), (126, 107), (221, 83)]"
,4,"(0, 1, 2, 3)","[(110, 43), (34, 111), (73, 213), (91, 142)]"
,4,"(0, 1, 3, 4)","[(110, 43), (34, 111), (91, 142), (105, 103)]"
,4,"(0, 1, 4, 5)","[(110, 43), (34, 111), (105, 103), (114, 90)]"
,4,"(0, 1, 5, 7)","[(110, 43), (34, 111), (114, 90), (221, 83)]"
,4,"(0, 4, 5, 7)","[(110, 43), (105, 103), (114, 90), (221, 83)]"
,4,"(0, 5, 6, 7)","[(110, 43), (114, 90), (126, 107), (221, 83)]"
