PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(2, 30)",2,"(0, 1)","[(2, 30), (106, 195)]"
"(106, 195)",2,"(0, 6)","[(2, 30), (113, 66)]"
"(153, 235)",2,"(0, 7)","[(2, 30), (253, 21)]"
"(128, 185)",2,"(1, 2)","[(106, 195), (153, 235)]"
"(129, 154)",2,"(2, 3)","[(153, 235), (128, 185)]"
"(200, 107)",2,"(2, 5)","[(153, 235), (200, 107)]"
"(113, 66)",2,"(2, 7)","[(153, 235), (253, 21)]"
"(253, 21)",2,"(5, 7)","[(200, 107), (253, 21)]"
,2,"(6, 7)","[(113, 66), (253, 21)]"
,3,"(0, 1, 2)","[(2, 30), (106, 195), (153, 235)]"
,3,"(0, 1, 3)","[(2, 30), (106, 195), (128, 185)]"
,3,"(0, 1, 6)","[(2, 30), (106, 195), (113, 66)]"
,3,"(0, 4, 6)","[(2, 30), (129, 154), (113, 66)]"
,3,"(0, 6, 7)","[(2, 30), (113, 66), (253, 21)]"
,3,"(1, 2, 3)","[(106, 195), (153, 235), (128, 185)]"
,3,"(2, 3, 5)","[(153, 235), (128, 185), (200, 107)]"
,3,"(2, 5, 7)","[(153, 235), (200, 107), (253, 21)]"
,3,"(5, 6, 7)","[(200, 107), (113, 66), (253, 21)]"
,4,"(0, 1, 2, 3)","[(2, 30), (106, 195), (153, 235), (128, 185)]"
,4,"(0, 1, 3, 4)","[(2, 30), (106, 195), (128, 185), (129, 154)]"
,4,"(0, 1, 3, 6)","[(2, 30), (106, 195), (128, 185), (113, 66)]"
,4,"(0, 1, 4, 6)","[(2, 30), (106, 195), (129, 154), (113, 66)]"
,4,"(0, 4, 6, 7)","[(2, 30), (129, 154), (113, 66), (253, 21)]"
,4,"(0, 5, 6, 7)","[(2, 30), (200, 107), (113, 66), (253, 21)]"
