PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(177, 58)",2,"(0, 1)","[(177, 58), (137, 12)]"
"(137, 12)",2,"(0, 7)","[(177, 58), (171, 230)]"
"(68, 243)",2,"(1, 2)","[(137, 12), (68, 243)]"
"(103, 205)",2,"(2, 3)","[(68, 243), (103, 205)]"
"(140, 149)",2,"(2, 7)","[(68, 243), (171, 230)]"
"(130, 199)",2,"(5, 7)","[(130, 199), (171, 230)]"
"(152, 169)",2,"(6, 7)","[(152, 169), (171, 230)]"
"(171, 230)",3,"(0, 1, 2)","[(177, 58), (137, 12), (68, 243)]"
,3,"(0, 1, 4)","[(177, 58), (137, 12), (140, 149)]"
,3,"(0, 1, 6)","[(177, 58), (137, 12), (152, 169)]"
,3,"(0, 1, 7)","[(177, 58), (137, 12), (171, 230)]"
,3,"(0, 6, 7)","[(177, 58), (152, 169), (171, 230)]"
,3,"(1, 2, 3)","[(137, 12), (68, 243), (103, 205)]"
,3,"(2, 3, 5)","[(68, 243), (103, 205), (130, 199)]"
,3,"(2, 3, 7)","[(68, 243), (103, 205), (171, 230)]"
,3,"(2, 5, 7)","[(68, 243), (130, 199), (171, 230)]"
,3,"(5, 6, 7)","[(130, 199), (152, 169), (171, 230)]"
,4,"(0, 1, 2, 3)","[(177, 58), (137, 12), (68, 243), (103, 205)]"
,4,"(0, 1, 2, 4)","[(177, 58), (137, 12), (68, 243), (140, 149)]"
,4,"(0, 1, 3, 4)","[(177, 58), (137, 12), (103, 205), (140, 149)]"
,4,"(0, 1, 4, 6)","[(177, 58), (137, 12), (140, 149), (152, 169)]"
,4,"(0, 1, 6, 7)","[(177, 58), (137, 12), (152, 169), (171, 230)]"
,4,"(0, 4, 6, 7)","[(177, 58), (140, 149), (152, 169), (171, 230)]"
,4,"(0, 5, 6, 7)","[(177, 58), (130, 199), (152, 169), (171, 230)]"
