PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(245, 227)",2,"(0, 1)","[(245, 227), (226, 12)]"
"(226, 12)",2,"(0, 6)","[(245, 227), (203, 234)]"
"(8, 96)",2,"(0, 7)","[(245, 227), (182, 243)]"
"(39, 142)",2,"(1, 2)","[(226, 12), (8, 96)]"
"(46, 164)",2,"(2, 3)","[(8, 96), (39, 142)]"
"(47, 191)",2,"(2, 5)","[(8, 96), (47, 191)]"
"(203, 234)",2,"(4, 5)","[(46, 164), (47, 191)]"
"(182, 243)",2,"(5, 7)","[(47, 191), (182, 243)]"
,2,"(6, 7)","[(203, 234), (182, 243)]"
,3,"(0, 1, 2)","[(245, 227), (226, 12), (8, 96)]"
,3,"(0, 1, 6)","[(245, 227), (226, 12), (203, 234)]"
,3,"(0, 6, 7)","[(245, 227), (203, 234), (182, 243)]"
,3,"(1, 2, 3)","[(226, 12), (8, 96), (39, 142)]"
,3,"(2, 3, 4)","[(8, 96), (39, 142), (46, 164)]"
,3,"(2, 3, 5)","[(8, 96), (39, 142), (47, 191)]"
,3,"(2, 4, 5)","[(8, 96), (46, 164), (47, 191)]"
,3,"(3, 4, 5)","[(39, 142), (46, 164), (47, 191)]"
,3,"(4, 5, 7)","[(46, 164), (47, 191), (182, 243)]"
,3,"(5, 6, 7)","[(47, 191), (203, 234), (182, 243)]"
,4,"(0, 1, 2, 3)","[(245, 227), (226, 12), (8, 96), (39, 142)]"
,4,"(0, 1, 2, 6)","[(245, 227), (226, 12), (8, 96), (203, 234)]"
,4,"(0, 1, 6, 7)","[(245, 227), (226, 12), (203, 234), (182, 243)]"
,4,"(0, 5, 6, 7)","[(245, 227), (47, 191), (203, 234), (182, 243)]"
