PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(34, 124)",2,"(0, 1)","[(34, 124), (48, 141)]"
"(48, 141)",2,"(0, 5)","[(34, 124), (53, 128)]"
"(221, 247)",2,"(0, 7)","[(34, 124), (162, 9)]"
"(142, 187)",2,"(1, 2)","[(48, 141), (221, 247)]"
"(205, 210)",2,"(2, 3)","[(221, 247), (142, 187)]"
"(53, 128)",2,"(2, 4)","[(221, 247), (205, 210)]"
"(153, 123)",2,"(2, 7)","[(221, 247), (162, 9)]"
"(162, 9)",2,"(4, 7)","[(205, 210), (162, 9)]"
,2,"(6, 7)","[(153, 123), (162, 9)]"
,3,"(0, 1, 2)","[(34, 124), (48, 141), (221, 247)]"
,3,"(0, 1, 5)","[(34, 124), (48, 141), (53, 128)]"
,3,"(0, 5, 7)","[(34, 124), (53, 128), (162, 9)]"
,3,"(0, 6, 7)","[(34, 124), (153, 123), (162, 9)]"
,3,"(1, 2, 3)","[(48, 141), (221, 247), (142, 187)]"
,3,"(2, 3, 4)","[(221, 247), (142, 187), (205, 210)]"
,3,"(2, 4, 6)","[(221, 247), (205, 210), (153, 123)]"
,3,"(2, 4, 7)","[(221, 247), (205, 210), (162, 9)]"
,3,"(4, 6, 7)","[(205, 210), (153, 123), (162, 9)]"
,3,"(5, 6, 7)","[(53, 128), (153, 123), (162, 9)]"
,4,"(0, 1, 2, 3)","[(34, 124), (48, 141), (221, 247), (142, 187)]"
,4,"(0, 1, 2, 5)","[(34, 124), (48, 141), (221, 247), (53, 128)]"
,4,"(0, 1, 3, 5)","[(34, 124), (48, 141), (142, 187), (53, 128)]"
,4,"(0, 1, 5, 7)","[(34, 124), (48, 141), (53, 128), (162, 9)]"
,4,"(0, 5, 6, 7)","[(34, 124), (53, 128), (153, 123), (162, 9)]"
