PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(79, 253)",2,"(0, 1)","[(79, 253), (246, 163)]"
"(246, 163)",2,"(0, 3)","[(79, 253), (98, 218)]"
"(165, 119)",2,"(0, 7)","[(79, 253), (9, 14)]"
"(98, 218)",2,"(1, 2)","[(246, 163), (165, 119)]"
"(118, 158)",2,"(1, 7)","[(246, 163), (9, 14)]"
"(110, 168)",2,"(2, 7)","[(165, 119), (9, 14)]"
"(89, 175)",2,"(6, 7)","[(89, 175), (9, 14)]"
"(9, 14)",3,"(0, 1, 2)","[(79, 253), (246, 163), (165, 119)]"
,3,"(0, 1, 3)","[(79, 253), (246, 163), (98, 218)]"
,3,"(0, 3, 6)","[(79, 253), (98, 218), (89, 175)]"
,3,"(0, 3, 7)","[(79, 253), (98, 218), (9, 14)]"
,3,"(0, 6, 7)","[(79, 253), (89, 175), (9, 14)]"
,3,"(1, 2, 3)","[(246, 163), (165, 119), (98, 218)]"
,3,"(1, 2, 4)","[(246, 163), (165, 119), (118, 158)]"
,3,"(1, 2, 7)","[(246, 163), (165, 119), (9, 14)]"
,3,"(2, 4, 7)","[(165, 119), (118, 158), (9, 14)]"
,3,"(2, 6, 7)","[(165, 119), (89, 175), (9, 14)]"
,3,"(4, 6, 7)","[(118, 158), (89, 175), (9, 14)]"
,3,"(5, 6, 7)","[(110, 168), (89, 175), (9, 14)]"
,4,"(0, 1, 2, 3)","[(79, 253), (246, 163), (165, 119), (98, 218)]"
,4,"(0, 1, 3, 5)","[(79, 253), (246, 163), (98, 218), (110, 168)]"
,4,"(0, 1, 3, 6)","[(79, 253), (246, 163), (98, 218), (89, 175)]"
,4,"(0, 3, 5, 6)","[(79, 253), (98, 218), (110, 168), (89, 175)]"
,4,"(0, 3, 6, 7)","[(79, 253), (98, 218), (89, 175), (9, 14)]"
,4,"(0, 5, 6, 7)","[(79, 253), (110, 168), (89, 175), (9, 14)]"
