PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(49, 25)",2,"(0, 1)","[(49, 25), (152, 218)]"
"(152, 218)",2,"(0, 4)","[(49, 25), (116, 123)]"
"(154, 214)",2,"(0, 6)","[(49, 25), (145, 148)]"
"(134, 156)",2,"(0, 7)","[(49, 25), (201, 209)]"
"(116, 123)",2,"(1, 2)","[(152, 218), (154, 214)]"
"(142, 154)",2,"(1, 7)","[(152, 218), (201, 209)]"
"(145, 148)",2,"(2, 7)","[(154, 214), (201, 209)]"
"(201, 209)",2,"(6, 7)","[(145, 148), (201, 209)]"
,3,"(0, 1, 2)","[(49, 25), (152, 218), (154, 214)]"
,3,"(0, 1, 4)","[(49, 25), (152, 218), (116, 123)]"
,3,"(0, 3, 4)","[(49, 25), (134, 156), (116, 123)]"
,3,"(0, 4, 6)","[(49, 25), (116, 123), (145, 148)]"
,3,"(0, 6, 7)","[(49, 25), (145, 148), (201, 209)]"
,3,"(1, 2, 3)","[(152, 218), (154, 214), (134, 156)]"
,3,"(1, 2, 7)","[(152, 218), (154, 214), (201, 209)]"
,3,"(2, 6, 7)","[(154, 214), (145, 148), (201, 209)]"
,3,"(5, 6, 7)","[(142, 154), (145, 148), (201, 209)]"
,4,"(0, 1, 2, 3)","[(49, 25), (152, 218), (154, 214), (134, 156)]"
,4,"(0, 1, 2, 4)","[(49, 25), (152, 218), (154, 214), (116, 123)]"
,4,"(0, 1, 3, 4)","[(49, 25), (152, 218), (134, 156), (116, 123)]"
,4,"(0, 3, 4, 5)","[(49, 25), (134, 156), (116, 123), (142, 154)]"
,4,"(0, 3, 4, 6)","[(49, 25), (134, 156), (116, 123), (145, 148)]"
,4,"(0, 4, 5, 6)","[(49, 25), (116, 123), (142, 154), (145, 148)]"
,4,"(0, 4, 6, 7)","[(49, 25), (116, 123), (145, 148), (201, 209)]"
,4,"(0, 5, 6, 7)","[(49, 25), (142, 154), (145, 148), (201, 209)]"
