PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(247, 51)",2,"(0, 1)","[(247, 51), (105, 15)]"
"(105, 15)",2,"(0, 6)","[(247, 51), (148, 215)]"
"(8, 6)",2,"(0, 7)","[(247, 51), (133, 249)]"
"(99, 26)",2,"(1, 2)","[(105, 15), (8, 6)]"
"(128, 148)",2,"(2, 3)","[(8, 6), (99, 26)]"
"(132, 187)",2,"(2, 7)","[(8, 6), (133, 249)]"
"(148, 215)",2,"(6, 7)","[(148, 215), (133, 249)]"
"(133, 249)",3,"(0, 1, 2)","[(247, 51), (105, 15), (8, 6)]"
,3,"(0, 1, 3)","[(247, 51), (105, 15), (99, 26)]"
,3,"(0, 1, 6)","[(247, 51), (105, 15), (148, 215)]"
,3,"(0, 4, 6)","[(247, 51), (128, 148), (148, 215)]"
,3,"(0, 5, 6)","[(247, 51), (132, 187), (148, 215)]"
,3,"(0, 6, 7)","[(247, 51), (148, 215), (133, 249)]"
,3,"(1, 2, 3)","[(105, 15), (8, 6), (99, 26)]"
,3,"(2, 3, 7)","[(8, 6), (99, 26), (133, 249)]"
,3,"(2, 5, 7)","[(8, 6), (132, 187), (133, 249)]"
,3,"(2, 6, 7)","[(8, 6), (148, 215), (133, 249)]"
,3,"(5, 6, 7)","[(132, 187), (148, 215), (133, 249)]"
,4,"(0, 1, 2, 3)","[(247, 51), (105, 15), (8, 6), (99, 26)]"
,4,"(0, 1, 3, 4)","[(247, 51), (105, 15), (99, 26), (128, 148)]"
,4,"(0, 1, 3, 6)","[(247, 51), (105, 15), (99, 26), (148, 215)]"
,4,"(0, 1, 4, 6)","[(247, 51), (105, 15), (128, 148), (148, 215)]"
,4,"(0, 4, 5, 6)","[(247, 51), (128, 148), (132, 187), (148, 215)]"
,4,"(0, 5, 6, 7)","[(247, 51), (132, 187), (148, 215), (133, 249)]"
