PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(7, 162)",2,"(0, 1)","[(7, 162), (231, 227)]"
"(231, 227)",2,"(0, 6)","[(7, 162), (58, 153)]"
"(230, 191)",2,"(0, 7)","[(7, 162), (248, 28)]"
"(123, 175)",2,"(1, 2)","[(231, 227), (230, 191)]"
"(134, 174)",2,"(1, 7)","[(231, 227), (248, 28)]"
"(148, 151)",2,"(2, 7)","[(230, 191), (248, 28)]"
"(58, 153)",2,"(5, 7)","[(148, 151), (248, 28)]"
"(248, 28)",2,"(6, 7)","[(58, 153), (248, 28)]"
,3,"(0, 1, 2)","[(7, 162), (231, 227), (230, 191)]"
,3,"(0, 1, 3)","[(7, 162), (231, 227), (123, 175)]"
,3,"(0, 1, 6)","[(7, 162), (231, 227), (58, 153)]"
,3,"(0, 3, 6)","[(7, 162), (123, 175), (58, 153)]"
,3,"(0, 6, 7)","[(7, 162), (58, 153), (248, 28)]"
,3,"(1, 2, 3)","[(231, 227), (230, 191), (123, 175)]"
,3,"(1, 2, 4)","[(231, 227), (230, 191), (134, 174)]"
,3,"(1, 2, 7)","[(231, 227), (230, 191), (248, 28)]"
,3,"(2, 5, 7)","[(230, 191), (148, 151), (248, 28)]"
,3,"(5, 6, 7)","[(148, 151), (58, 153), (248, 28)]"
,4,"(0, 1, 2, 3)","[(7, 162), (231, 227), (230, 191), (123, 175)]"
,4,"(0, 1, 3, 4)","[(7, 162), (231, 227), (123, 175), (134, 174)]"
,4,"(0, 1, 3, 6)","[(7, 162), (231, 227), (123, 175), (58, 153)]"
,4,"(0, 3, 4, 6)","[(7, 162), (123, 175), (134, 174), (58, 153)]"
,4,"(0, 3, 5, 6)","[(7, 162), (123, 175), (148, 151), (58, 153)]"
,4,"(0, 3, 6, 7)","[(7, 162), (123, 175), (58, 153), (248, 28)]"
,4,"(0, 5, 6, 7)","[(7, 162), (148, 151), (58, 153), (248, 28)]"
