PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(122, 233)",2,"(0, 1)","[(122, 233), (231, 75)]"
"(231, 75)",2,"(0, 3)","[(122, 233), (111, 181)]"
"(116, 55)",2,"(0, 7)","[(122, 233), (28, 231)]"
"(111, 181)",2,"(1, 2)","[(231, 75), (116, 55)]"
"(25, 23)",2,"(1, 4)","[(231, 75), (25, 23)]"
"(36, 87)",2,"(2, 4)","[(116, 55), (25, 23)]"
"(73, 162)",2,"(4, 5)","[(25, 23), (36, 87)]"
"(28, 231)",2,"(4, 7)","[(25, 23), (28, 231)]"
,2,"(5, 7)","[(36, 87), (28, 231)]"
,2,"(6, 7)","[(73, 162), (28, 231)]"
,3,"(0, 1, 2)","[(122, 233), (231, 75), (116, 55)]"
,3,"(0, 1, 3)","[(122, 233), (231, 75), (111, 181)]"
,3,"(0, 3, 7)","[(122, 233), (111, 181), (28, 231)]"
,3,"(0, 6, 7)","[(122, 233), (73, 162), (28, 231)]"
,3,"(1, 2, 3)","[(231, 75), (116, 55), (111, 181)]"
,3,"(1, 2, 4)","[(231, 75), (116, 55), (25, 23)]"
,3,"(2, 4, 5)","[(116, 55), (25, 23), (36, 87)]"
,3,"(4, 5, 7)","[(25, 23), (36, 87), (28, 231)]"
,3,"(5, 6, 7)","[(36, 87), (73, 162), (28, 231)]"
,4,"(0, 1, 2, 3)","[(122, 233), (231, 75), (116, 55), (111, 181)]"
,4,"(0, 1, 3, 6)","[(122, 233), (231, 75), (111, 181), (73, 162)]"
,4,"(0, 1, 3, 7)","[(122, 233), (231, 75), (111, 181), (28, 231)]"
,4,"(0, 3, 6, 7)","[(122, 233), (111, 181), (73, 162), (28, 231)]"
,4,"(0, 5, 6, 7)","[(122, 233), (36, 87), (73, 162), (28, 231)]"
