PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(12, 200)",2,"(0, 1)","[(12, 200), (247, 66)]"
"(247, 66)",2,"(0, 3)","[(12, 200), (49, 175)]"
"(225, 71)",2,"(0, 4)","[(12, 200), (27, 171)]"
"(49, 175)",2,"(0, 7)","[(12, 200), (8, 55)]"
"(27, 171)",2,"(1, 2)","[(247, 66), (225, 71)]"
"(34, 150)",2,"(1, 7)","[(247, 66), (8, 55)]"
"(33, 138)",2,"(2, 7)","[(225, 71), (8, 55)]"
"(8, 55)",2,"(6, 7)","[(33, 138), (8, 55)]"
,3,"(0, 1, 2)","[(12, 200), (247, 66), (225, 71)]"
,3,"(0, 1, 3)","[(12, 200), (247, 66), (49, 175)]"
,3,"(0, 3, 4)","[(12, 200), (49, 175), (27, 171)]"
,3,"(0, 4, 5)","[(12, 200), (27, 171), (34, 150)]"
,3,"(0, 4, 7)","[(12, 200), (27, 171), (8, 55)]"
,3,"(0, 6, 7)","[(12, 200), (33, 138), (8, 55)]"
,3,"(1, 2, 3)","[(247, 66), (225, 71), (49, 175)]"
,3,"(1, 2, 7)","[(247, 66), (225, 71), (8, 55)]"
,3,"(2, 6, 7)","[(225, 71), (33, 138), (8, 55)]"
,3,"(5, 6, 7)","[(34, 150), (33, 138), (8, 55)]"
,4,"(0, 1, 2, 3)","[(12, 200), (247, 66), (225, 71), (49, 175)]"
,4,"(0, 1, 3, 4)","[(12, 200), (247, 66), (49, 175), (27, 171)]"
,4,"(0, 3, 4, 5)","[(12, 200), (49, 175), (27, 171), (34, 150)]"
,4,"(0, 4, 5, 6)","[(12, 200), (27, 171), (34, 150), (33, 138)]"
,4,"(0, 4, 5, 7)","[(12, 200), (27, 171), (34, 150), (8, 55)]"
,4,"(0, 4, 6, 7)","[(12, 200), (27, 171), (33, 138), (8, 55)]"
,4,"(0, 5, 6, 7)","[(12, 200), (34, 150), (33, 138), (8, 55)]"
