PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(55, 14)",2,"(0, 1)","[(55, 14), (51, 18)]"
"(51, 18)",2,"(0, 7)","[(55, 14), (204, 36)]"
"(72, 242)",2,"(1, 2)","[(51, 18), (72, 242)]"
"(81, 223)",2,"(2, 3)","[(72, 242), (81, 223)]"
"(80, 194)",2,"(2, 7)","[(72, 242), (204, 36)]"
"(63, 56)",2,"(3, 7)","[(81, 223), (204, 36)]"
"(87, 80)",2,"(6, 7)","[(87, 80), (204, 36)]"
"(204, 36)",3,"(0, 1, 2)","[(55, 14), (51, 18), (72, 242)]"
,3,"(0, 1, 5)","[(55, 14), (51, 18), (63, 56)]"
,3,"(0, 1, 7)","[(55, 14), (51, 18), (204, 36)]"
,3,"(0, 6, 7)","[(55, 14), (87, 80), (204, 36)]"
,3,"(1, 2, 3)","[(51, 18), (72, 242), (81, 223)]"
,3,"(2, 3, 4)","[(72, 242), (81, 223), (80, 194)]"
,3,"(2, 3, 7)","[(72, 242), (81, 223), (204, 36)]"
,3,"(3, 4, 7)","[(81, 223), (80, 194), (204, 36)]"
,3,"(3, 6, 7)","[(81, 223), (87, 80), (204, 36)]"
,3,"(4, 6, 7)","[(80, 194), (87, 80), (204, 36)]"
,3,"(5, 6, 7)","[(63, 56), (87, 80), (204, 36)]"
,4,"(0, 1, 2, 3)","[(55, 14), (51, 18), (72, 242), (81, 223)]"
,4,"(0, 1, 2, 5)","[(55, 14), (51, 18), (72, 242), (63, 56)]"
,4,"(0, 1, 5, 6)","[(55, 14), (51, 18), (63, 56), (87, 80)]"
,4,"(0, 1, 5, 7)","[(55, 14), (51, 18), (63, 56), (204, 36)]"
,4,"(0, 1, 6, 7)","[(55, 14), (51, 18), (87, 80), (204, 36)]"
,4,"(0, 5, 6, 7)","[(55, 14), (63, 56), (87, 80), (204, 36)]"
