PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(71, 248)",2,"(0, 1)","[(71, 248), (254, 116)]"
"(254, 116)",2,"(0, 3)","[(71, 248), (128, 163)]"
"(191, 98)",2,"(0, 5)","[(71, 248), (58, 183)]"
"(128, 163)",2,"(0, 7)","[(71, 248), (1, 25)]"
"(80, 172)",2,"(1, 2)","[(254, 116), (191, 98)]"
"(58, 183)",2,"(1, 7)","[(254, 116), (1, 25)]"
"(25, 65)",2,"(2, 7)","[(191, 98), (1, 25)]"
"(1, 25)",2,"(6, 7)","[(25, 65), (1, 25)]"
,3,"(0, 1, 2)","[(71, 248), (254, 116), (191, 98)]"
,3,"(0, 1, 3)","[(71, 248), (254, 116), (128, 163)]"
,3,"(0, 3, 5)","[(71, 248), (128, 163), (58, 183)]"
,3,"(0, 4, 5)","[(71, 248), (80, 172), (58, 183)]"
,3,"(0, 5, 7)","[(71, 248), (58, 183), (1, 25)]"
,3,"(0, 6, 7)","[(71, 248), (25, 65), (1, 25)]"
,3,"(1, 2, 3)","[(254, 116), (191, 98), (128, 163)]"
,3,"(1, 2, 7)","[(254, 116), (191, 98), (1, 25)]"
,3,"(2, 6, 7)","[(191, 98), (25, 65), (1, 25)]"
,3,"(5, 6, 7)","[(58, 183), (25, 65), (1, 25)]"
,4,"(0, 1, 2, 3)","[(71, 248), (254, 116), (191, 98), (128, 163)]"
,4,"(0, 1, 3, 4)","[(71, 248), (254, 116), (128, 163), (80, 172)]"
,4,"(0, 1, 3, 5)","[(71, 248), (254, 116), (128, 163), (58, 183)]"
,4,"(0, 3, 4, 5)","[(71, 248), (128, 163), (80, 172), (58, 183)]"
,4,"(0, 4, 5, 6)","[(71, 248), (80, 172), (58, 183), (25, 65)]"
,4,"(0, 4, 5, 7)","[(71, 248), (80, 172), (58, 183), (1, 25)]"
,4,"(0, 5, 6, 7)","[(71, 248), (58, 183), (25, 65), (1, 25)]"
