PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(172, 212)",2,"(0, 1)","[(172, 212), (179, 44)]"
"(179, 44)",2,"(0, 3)","[(172, 212), (158, 186)]"
"(147, 100)",2,"(0, 6)","[(172, 212), (142, 192)]"
"(158, 186)",2,"(0, 7)","[(172, 212), (76, 172)]"
"(129, 153)",2,"(1, 2)","[(179, 44), (147, 100)]"
"(133, 176)",2,"(1, 7)","[(179, 44), (76, 172)]"
"(142, 192)",2,"(2, 7)","[(147, 100), (76, 172)]"
"(76, 172)",2,"(4, 7)","[(129, 153), (76, 172)]"
,2,"(5, 7)","[(133, 176), (76, 172)]"
,2,"(6, 7)","[(142, 192), (76, 172)]"
,3,"(0, 1, 2)","[(172, 212), (179, 44), (147, 100)]"
,3,"(0, 1, 3)","[(172, 212), (179, 44), (158, 186)]"
,3,"(0, 3, 6)","[(172, 212), (158, 186), (142, 192)]"
,3,"(0, 6, 7)","[(172, 212), (142, 192), (76, 172)]"
,3,"(1, 2, 3)","[(179, 44), (147, 100), (158, 186)]"
,3,"(1, 2, 4)","[(179, 44), (147, 100), (129, 153)]"
,3,"(1, 2, 7)","[(179, 44), (147, 100), (76, 172)]"
,3,"(2, 4, 7)","[(147, 100), (129, 153), (76, 172)]"
,3,"(4, 5, 7)","[(129, 153), (133, 176), (76, 172)]"
,3,"(5, 6, 7)","[(133, 176), (142, 192), (76, 172)]"
,4,"(0, 1, 2, 3)","[(172, 212), (179, 44), (147, 100), (158, 186)]"
,4,"(0, 1, 3, 6)","[(172, 212), (179, 44), (158, 186), (142, 192)]"
,4,"(0, 3, 5, 6)","[(172, 212), (158, 186), (133, 176), (142, 192)]"
,4,"(0, 3, 6, 7)","[(172, 212), (158, 186), (142, 192), (76, 172)]"
,4,"(0, 5, 6, 7)","[(172, 212), (133, 176), (142, 192), (76, 172)]"
