PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(44, 204)",2,"(0, 1)","[(44, 204), (250, 68)]"
"(250, 68)",2,"(0, 3)","[(44, 204), (52, 181)]"
"(142, 71)",2,"(0, 7)","[(44, 204), (6, 58)]"
"(52, 181)",2,"(1, 2)","[(250, 68), (142, 71)]"
"(51, 107)",2,"(1, 7)","[(250, 68), (6, 58)]"
"(47, 97)",2,"(2, 7)","[(142, 71), (6, 58)]"
"(42, 127)",2,"(5, 7)","[(47, 97), (6, 58)]"
"(6, 58)",2,"(6, 7)","[(42, 127), (6, 58)]"
,3,"(0, 1, 2)","[(44, 204), (250, 68), (142, 71)]"
,3,"(0, 1, 3)","[(44, 204), (250, 68), (52, 181)]"
,3,"(0, 3, 6)","[(44, 204), (52, 181), (42, 127)]"
,3,"(0, 3, 7)","[(44, 204), (52, 181), (6, 58)]"
,3,"(0, 6, 7)","[(44, 204), (42, 127), (6, 58)]"
,3,"(1, 2, 3)","[(250, 68), (142, 71), (52, 181)]"
,3,"(1, 2, 4)","[(250, 68), (142, 71), (51, 107)]"
,3,"(1, 2, 5)","[(250, 68), (142, 71), (47, 97)]"
,3,"(1, 2, 7)","[(250, 68), (142, 71), (6, 58)]"
,3,"(2, 5, 7)","[(142, 71), (47, 97), (6, 58)]"
,3,"(4, 5, 7)","[(51, 107), (47, 97), (6, 58)]"
,3,"(5, 6, 7)","[(47, 97), (42, 127), (6, 58)]"
,4,"(0, 1, 2, 3)","[(44, 204), (250, 68), (142, 71), (52, 181)]"
,4,"(0, 1, 3, 6)","[(44, 204), (250, 68), (52, 181), (42, 127)]"
,4,"(0, 3, 4, 6)","[(44, 204), (52, 181), (51, 107), (42, 127)]"
,4,"(0, 3, 6, 7)","[(44, 204), (52, 181), (42, 127), (6, 58)]"
,4,"(0, 5, 6, 7)","[(44, 204), (47, 97), (42, 127), (6, 58)]"
