PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(25, 188)",2,"(0, 1)","[(25, 188), (135, 232)]"
"(135, 232)",2,"(0, 6)","[(25, 188), (79, 101)]"
"(226, 237)",2,"(0, 7)","[(25, 188), (120, 18)]"
"(189, 221)",2,"(1, 2)","[(135, 232), (226, 237)]"
"(195, 216)",2,"(2, 3)","[(226, 237), (189, 221)]"
"(126, 201)",2,"(2, 4)","[(226, 237), (195, 216)]"
"(79, 101)",2,"(2, 7)","[(226, 237), (120, 18)]"
"(120, 18)",2,"(6, 7)","[(79, 101), (120, 18)]"
,3,"(0, 1, 2)","[(25, 188), (135, 232), (226, 237)]"
,3,"(0, 1, 5)","[(25, 188), (135, 232), (126, 201)]"
,3,"(0, 1, 6)","[(25, 188), (135, 232), (79, 101)]"
,3,"(0, 5, 6)","[(25, 188), (126, 201), (79, 101)]"
,3,"(0, 6, 7)","[(25, 188), (79, 101), (120, 18)]"
,3,"(1, 2, 3)","[(135, 232), (226, 237), (189, 221)]"
,3,"(2, 3, 4)","[(226, 237), (189, 221), (195, 216)]"
,3,"(2, 4, 7)","[(226, 237), (195, 216), (120, 18)]"
,3,"(2, 6, 7)","[(226, 237), (79, 101), (120, 18)]"
,3,"(4, 6, 7)","[(195, 216), (79, 101), (120, 18)]"
,3,"(5, 6, 7)","[(126, 201), (79, 101), (120, 18)]"
,4,"(0, 1, 2, 3)","[(25, 188), (135, 232), (226, 237), (189, 221)]"
,4,"(0, 1, 2, 5)","[(25, 188), (135, 232), (226, 237), (126, 201)]"
,4,"(0, 1, 3, 5)","[(25, 188), (135, 232), (189, 221), (126, 201)]"
,4,"(0, 1, 5, 6)","[(25, 188), (135, 232), (126, 201), (79, 101)]"
,4,"(0, 5, 6, 7)","[(25, 188), (126, 201), (79, 101), (120, 18)]"
