PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(87, 207)",2,"(0, 1)","[(87, 207), (182, 196)]"
"(182, 196)",2,"(0, 6)","[(87, 207), (58, 172)]"
"(176, 175)",2,"(0, 7)","[(87, 207), (18, 140)]"
"(215, 67)",2,"(1, 2)","[(182, 196), (176, 175)]"
"(113, 152)",2,"(1, 3)","[(182, 196), (215, 67)]"
"(97, 127)",2,"(2, 3)","[(176, 175), (215, 67)]"
"(58, 172)",2,"(3, 5)","[(215, 67), (97, 127)]"
"(18, 140)",2,"(3, 7)","[(215, 67), (18, 140)]"
,2,"(5, 7)","[(97, 127), (18, 140)]"
,2,"(6, 7)","[(58, 172), (18, 140)]"
,3,"(0, 1, 2)","[(87, 207), (182, 196), (176, 175)]"
,3,"(0, 1, 6)","[(87, 207), (182, 196), (58, 172)]"
,3,"(0, 6, 7)","[(87, 207), (58, 172), (18, 140)]"
,3,"(1, 2, 3)","[(182, 196), (176, 175), (215, 67)]"
,3,"(2, 3, 5)","[(176, 175), (215, 67), (97, 127)]"
,3,"(3, 4, 5)","[(215, 67), (113, 152), (97, 127)]"
,3,"(3, 5, 7)","[(215, 67), (97, 127), (18, 140)]"
,3,"(5, 6, 7)","[(97, 127), (58, 172), (18, 140)]"
,4,"(0, 1, 2, 3)","[(87, 207), (182, 196), (176, 175), (215, 67)]"
,4,"(0, 1, 2, 4)","[(87, 207), (182, 196), (176, 175), (113, 152)]"
,4,"(0, 1, 2, 6)","[(87, 207), (182, 196), (176, 175), (58, 172)]"
,4,"(0, 1, 6, 7)","[(87, 207), (182, 196), (58, 172), (18, 140)]"
,4,"(0, 4, 6, 7)","[(87, 207), (113, 152), (58, 172), (18, 140)]"
,4,"(0, 5, 6, 7)","[(87, 207), (97, 127), (58, 172), (18, 140)]"
