PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(94, 192)",2,"(0, 1)","[(94, 192), (112, 196)]"
"(112, 196)",2,"(0, 7)","[(94, 192), (93, 63)]"
"(148, 193)",2,"(1, 2)","[(112, 196), (148, 193)]"
"(133, 184)",2,"(2, 3)","[(148, 193), (133, 184)]"
"(169, 136)",2,"(2, 4)","[(148, 193), (169, 136)]"
"(116, 164)",2,"(4, 6)","[(169, 136), (136, 113)]"
"(136, 113)",2,"(4, 7)","[(169, 136), (93, 63)]"
"(93, 63)",2,"(6, 7)","[(136, 113), (93, 63)]"
,3,"(0, 1, 2)","[(94, 192), (112, 196), (148, 193)]"
,3,"(0, 1, 3)","[(94, 192), (112, 196), (133, 184)]"
,3,"(0, 1, 5)","[(94, 192), (112, 196), (116, 164)]"
,3,"(0, 1, 7)","[(94, 192), (112, 196), (93, 63)]"
,3,"(0, 5, 7)","[(94, 192), (116, 164), (93, 63)]"
,3,"(0, 6, 7)","[(94, 192), (136, 113), (93, 63)]"
,3,"(1, 2, 3)","[(112, 196), (148, 193), (133, 184)]"
,3,"(2, 3, 4)","[(148, 193), (133, 184), (169, 136)]"
,3,"(2, 4, 6)","[(148, 193), (169, 136), (136, 113)]"
,3,"(4, 6, 7)","[(169, 136), (136, 113), (93, 63)]"
,3,"(5, 6, 7)","[(116, 164), (136, 113), (93, 63)]"
,4,"(0, 1, 2, 3)","[(94, 192), (112, 196), (148, 193), (133, 184)]"
,4,"(0, 1, 3, 5)","[(94, 192), (112, 196), (133, 184), (116, 164)]"
,4,"(0, 1, 5, 7)","[(94, 192), (112, 196), (116, 164), (93, 63)]"
,4,"(0, 5, 6, 7)","[(94, 192), (116, 164), (136, 113), (93, 63)]"
