PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(255, 243)",2,"(0, 1)","[(255, 243), (150, 11)]"
"(150, 11)",2,"(0, 4)","[(255, 243), (222, 226)]"
"(97, 106)",2,"(0, 7)","[(255, 243), (10, 244)]"
"(179, 181)",2,"(1, 2)","[(150, 11), (97, 106)]"
"(222, 226)",2,"(1, 7)","[(150, 11), (10, 244)]"
"(191, 216)",2,"(2, 7)","[(97, 106), (10, 244)]"
"(75, 193)",2,"(6, 7)","[(75, 193), (10, 244)]"
"(10, 244)",3,"(0, 1, 2)","[(255, 243), (150, 11), (97, 106)]"
,3,"(0, 1, 3)","[(255, 243), (150, 11), (179, 181)]"
,3,"(0, 1, 4)","[(255, 243), (150, 11), (222, 226)]"
,3,"(0, 4, 5)","[(255, 243), (222, 226), (191, 216)]"
,3,"(0, 4, 7)","[(255, 243), (222, 226), (10, 244)]"
,3,"(0, 6, 7)","[(255, 243), (75, 193), (10, 244)]"
,3,"(1, 2, 3)","[(150, 11), (97, 106), (179, 181)]"
,3,"(1, 2, 6)","[(150, 11), (97, 106), (75, 193)]"
,3,"(1, 2, 7)","[(150, 11), (97, 106), (10, 244)]"
,3,"(2, 6, 7)","[(97, 106), (75, 193), (10, 244)]"
,3,"(5, 6, 7)","[(191, 216), (75, 193), (10, 244)]"
,4,"(0, 1, 2, 3)","[(255, 243), (150, 11), (97, 106), (179, 181)]"
,4,"(0, 1, 3, 4)","[(255, 243), (150, 11), (179, 181), (222, 226)]"
,4,"(0, 1, 4, 5)","[(255, 243), (150, 11), (222, 226), (191, 216)]"
,4,"(0, 3, 4, 5)","[(255, 243), (179, 181), (222, 226), (191, 216)]"
,4,"(0, 4, 5, 7)","[(255, 243), (222, 226), (191, 216), (10, 244)]"
,4,"(0, 4, 6, 7)","[(255, 243), (222, 226), (75, 193), (10, 244)]"
,4,"(0, 5, 6, 7)","[(255, 243), (191, 216), (75, 193), (10, 244)]"
