PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(19, 86)",2,"(0, 1)","[(19, 86), (171, 182)]"
"(171, 182)",2,"(0, 5)","[(19, 86), (154, 119)]"
"(236, 197)",2,"(0, 6)","[(19, 86), (155, 90)]"
"(177, 151)",2,"(0, 7)","[(19, 86), (170, 67)]"
"(203, 145)",2,"(1, 2)","[(171, 182), (236, 197)]"
"(154, 119)",2,"(2, 4)","[(236, 197), (203, 145)]"
"(155, 90)",2,"(2, 7)","[(236, 197), (170, 67)]"
"(170, 67)",2,"(4, 7)","[(203, 145), (170, 67)]"
,2,"(6, 7)","[(155, 90), (170, 67)]"
,3,"(0, 1, 2)","[(19, 86), (171, 182), (236, 197)]"
,3,"(0, 1, 3)","[(19, 86), (171, 182), (177, 151)]"
,3,"(0, 1, 5)","[(19, 86), (171, 182), (154, 119)]"
,3,"(0, 5, 6)","[(19, 86), (154, 119), (155, 90)]"
,3,"(0, 6, 7)","[(19, 86), (155, 90), (170, 67)]"
,3,"(1, 2, 3)","[(171, 182), (236, 197), (177, 151)]"
,3,"(1, 2, 4)","[(171, 182), (236, 197), (203, 145)]"
,3,"(2, 3, 4)","[(236, 197), (177, 151), (203, 145)]"
,3,"(2, 4, 7)","[(236, 197), (203, 145), (170, 67)]"
,3,"(4, 6, 7)","[(203, 145), (155, 90), (170, 67)]"
,3,"(5, 6, 7)","[(154, 119), (155, 90), (170, 67)]"
,4,"(0, 1, 2, 3)","[(19, 86), (171, 182), (236, 197), (177, 151)]"
,4,"(0, 1, 3, 5)","[(19, 86), (171, 182), (177, 151), (154, 119)]"
,4,"(0, 1, 5, 6)","[(19, 86), (171, 182), (154, 119), (155, 90)]"
,4,"(0, 5, 6, 7)","[(19, 86), (154, 119), (155, 90), (170, 67)]"
