PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(161, 220)",2,"(0, 1)","[(161, 220), (183, 218)]"
"(183, 218)",2,"(0, 7)","[(161, 220), (65, 164)]"
"(194, 139)",2,"(1, 2)","[(183, 218), (194, 139)]"
"(147, 128)",2,"(2, 3)","[(194, 139), (147, 128)]"
"(83, 36)",2,"(2, 4)","[(194, 139), (83, 36)]"
"(122, 163)",2,"(3, 4)","[(147, 128), (83, 36)]"
"(82, 143)",2,"(4, 6)","[(83, 36), (82, 143)]"
"(65, 164)",2,"(4, 7)","[(83, 36), (65, 164)]"
,2,"(6, 7)","[(82, 143), (65, 164)]"
,3,"(0, 1, 2)","[(161, 220), (183, 218), (194, 139)]"
,3,"(0, 1, 5)","[(161, 220), (183, 218), (122, 163)]"
,3,"(0, 1, 7)","[(161, 220), (183, 218), (65, 164)]"
,3,"(0, 6, 7)","[(161, 220), (82, 143), (65, 164)]"
,3,"(1, 2, 3)","[(183, 218), (194, 139), (147, 128)]"
,3,"(2, 3, 4)","[(194, 139), (147, 128), (83, 36)]"
,3,"(3, 4, 6)","[(147, 128), (83, 36), (82, 143)]"
,3,"(4, 6, 7)","[(83, 36), (82, 143), (65, 164)]"
,3,"(5, 6, 7)","[(122, 163), (82, 143), (65, 164)]"
,4,"(0, 1, 2, 3)","[(161, 220), (183, 218), (194, 139), (147, 128)]"
,4,"(0, 1, 2, 5)","[(161, 220), (183, 218), (194, 139), (122, 163)]"
,4,"(0, 1, 5, 7)","[(161, 220), (183, 218), (122, 163), (65, 164)]"
,4,"(0, 1, 6, 7)","[(161, 220), (183, 218), (82, 143), (65, 164)]"
,4,"(0, 5, 6, 7)","[(161, 220), (122, 163), (82, 143), (65, 164)]"
