PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(251, 230)",2,"(0, 1)","[(251, 230), (240, 93)]"
"(240, 93)",2,"(0, 4)","[(251, 230), (221, 196)]"
"(177, 98)",2,"(0, 7)","[(251, 230), (15, 45)]"
"(207, 171)",2,"(1, 2)","[(240, 93), (177, 98)]"
"(221, 196)",2,"(1, 7)","[(240, 93), (15, 45)]"
"(103, 79)",2,"(5, 7)","[(103, 79), (15, 45)]"
"(132, 112)",2,"(6, 7)","[(132, 112), (15, 45)]"
"(15, 45)",3,"(0, 1, 2)","[(251, 230), (240, 93), (177, 98)]"
,3,"(0, 1, 4)","[(251, 230), (240, 93), (221, 196)]"
,3,"(0, 3, 4)","[(251, 230), (207, 171), (221, 196)]"
,3,"(0, 4, 7)","[(251, 230), (221, 196), (15, 45)]"
,3,"(0, 6, 7)","[(251, 230), (132, 112), (15, 45)]"
,3,"(1, 2, 3)","[(240, 93), (177, 98), (207, 171)]"
,3,"(1, 2, 5)","[(240, 93), (177, 98), (103, 79)]"
,3,"(1, 2, 7)","[(240, 93), (177, 98), (15, 45)]"
,3,"(1, 5, 7)","[(240, 93), (103, 79), (15, 45)]"
,3,"(2, 5, 7)","[(177, 98), (103, 79), (15, 45)]"
,3,"(5, 6, 7)","[(103, 79), (132, 112), (15, 45)]"
,4,"(0, 1, 2, 3)","[(251, 230), (240, 93), (177, 98), (207, 171)]"
,4,"(0, 1, 2, 4)","[(251, 230), (240, 93), (177, 98), (221, 196)]"
,4,"(0, 1, 3, 4)","[(251, 230), (240, 93), (207, 171), (221, 196)]"
,4,"(0, 3, 4, 6)","[(251, 230), (207, 171), (221, 196), (132, 112)]"
,4,"(0, 3, 4, 7)","[(251, 230), (207, 171), (221, 196), (15, 45)]"
,4,"(0, 4, 6, 7)","[(251, 230), (221, 196), (132, 112), (15, 45)]"
,4,"(0, 5, 6, 7)","[(251, 230), (103, 79), (132, 112), (15, 45)]"
