PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(226, 223)",2,"(0, 1)","[(226, 223), (147, 4)]"
"(147, 4)",2,"(0, 7)","[(226, 223), (178, 252)]"
"(30, 207)",2,"(1, 2)","[(147, 4), (30, 207)]"
"(97, 221)",2,"(2, 5)","[(30, 207), (70, 244)]"
"(161, 226)",2,"(5, 6)","[(70, 244), (126, 243)]"
"(70, 244)",2,"(5, 7)","[(70, 244), (178, 252)]"
"(126, 243)",2,"(6, 7)","[(126, 243), (178, 252)]"
"(178, 252)",3,"(0, 1, 2)","[(226, 223), (147, 4), (30, 207)]"
,3,"(0, 1, 4)","[(226, 223), (147, 4), (161, 226)]"
,3,"(0, 1, 7)","[(226, 223), (147, 4), (178, 252)]"
,3,"(0, 4, 7)","[(226, 223), (161, 226), (178, 252)]"
,3,"(0, 6, 7)","[(226, 223), (126, 243), (178, 252)]"
,3,"(1, 2, 3)","[(147, 4), (30, 207), (97, 221)]"
,3,"(1, 2, 5)","[(147, 4), (30, 207), (70, 244)]"
,3,"(2, 3, 5)","[(30, 207), (97, 221), (70, 244)]"
,3,"(2, 5, 6)","[(30, 207), (70, 244), (126, 243)]"
,3,"(5, 6, 7)","[(70, 244), (126, 243), (178, 252)]"
,4,"(0, 1, 2, 3)","[(226, 223), (147, 4), (30, 207), (97, 221)]"
,4,"(0, 1, 2, 4)","[(226, 223), (147, 4), (30, 207), (161, 226)]"
,4,"(0, 1, 3, 4)","[(226, 223), (147, 4), (97, 221), (161, 226)]"
,4,"(0, 1, 4, 7)","[(226, 223), (147, 4), (161, 226), (178, 252)]"
,4,"(0, 4, 6, 7)","[(226, 223), (161, 226), (126, 243), (178, 252)]"
,4,"(0, 5, 6, 7)","[(226, 223), (70, 244), (126, 243), (178, 252)]"
