PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(77, 3)",2,"(0, 1)","[(77, 3), (16, 158)]"
"(16, 158)",2,"(0, 6)","[(77, 3), (186, 51)]"
"(32, 253)",2,"(0, 7)","[(77, 3), (239, 48)]"
"(74, 170)",2,"(1, 2)","[(16, 158), (32, 253)]"
"(119, 192)",2,"(2, 4)","[(32, 253), (119, 192)]"
"(214, 150)",2,"(2, 5)","[(32, 253), (214, 150)]"
"(186, 51)",2,"(4, 5)","[(119, 192), (214, 150)]"
"(239, 48)",2,"(5, 7)","[(214, 150), (239, 48)]"
,2,"(6, 7)","[(186, 51), (239, 48)]"
,3,"(0, 1, 2)","[(77, 3), (16, 158), (32, 253)]"
,3,"(0, 1, 3)","[(77, 3), (16, 158), (74, 170)]"
,3,"(0, 1, 6)","[(77, 3), (16, 158), (186, 51)]"
,3,"(0, 6, 7)","[(77, 3), (186, 51), (239, 48)]"
,3,"(1, 2, 3)","[(16, 158), (32, 253), (74, 170)]"
,3,"(1, 2, 4)","[(16, 158), (32, 253), (119, 192)]"
,3,"(2, 3, 4)","[(32, 253), (74, 170), (119, 192)]"
,3,"(2, 4, 5)","[(32, 253), (119, 192), (214, 150)]"
,3,"(4, 5, 7)","[(119, 192), (214, 150), (239, 48)]"
,3,"(5, 6, 7)","[(214, 150), (186, 51), (239, 48)]"
,4,"(0, 1, 2, 3)","[(77, 3), (16, 158), (32, 253), (74, 170)]"
,4,"(0, 1, 3, 6)","[(77, 3), (16, 158), (74, 170), (186, 51)]"
,4,"(0, 1, 6, 7)","[(77, 3), (16, 158), (186, 51), (239, 48)]"
,4,"(0, 5, 6, 7)","[(77, 3), (214, 150), (186, 51), (239, 48)]"
