PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(177, 44)",2,"(0, 1)","[(177, 44), (159, 20)]"
"(159, 20)",2,"(0, 7)","[(177, 44), (238, 163)]"
"(8, 41)",2,"(1, 2)","[(159, 20), (8, 41)]"
"(235, 249)",2,"(2, 3)","[(8, 41), (235, 249)]"
"(222, 186)",2,"(3, 4)","[(235, 249), (222, 186)]"
"(217, 143)",2,"(3, 6)","[(235, 249), (247, 192)]"
"(247, 192)",2,"(6, 7)","[(247, 192), (238, 163)]"
"(238, 163)",3,"(0, 1, 2)","[(177, 44), (159, 20), (8, 41)]"
,3,"(0, 1, 5)","[(177, 44), (159, 20), (217, 143)]"
,3,"(0, 1, 7)","[(177, 44), (159, 20), (238, 163)]"
,3,"(0, 6, 7)","[(177, 44), (247, 192), (238, 163)]"
,3,"(1, 2, 3)","[(159, 20), (8, 41), (235, 249)]"
,3,"(2, 3, 4)","[(8, 41), (235, 249), (222, 186)]"
,3,"(3, 4, 6)","[(235, 249), (222, 186), (247, 192)]"
,3,"(3, 6, 7)","[(235, 249), (247, 192), (238, 163)]"
,3,"(5, 6, 7)","[(217, 143), (247, 192), (238, 163)]"
,4,"(0, 1, 2, 3)","[(177, 44), (159, 20), (8, 41), (235, 249)]"
,4,"(0, 1, 2, 4)","[(177, 44), (159, 20), (8, 41), (222, 186)]"
,4,"(0, 1, 2, 5)","[(177, 44), (159, 20), (8, 41), (217, 143)]"
,4,"(0, 1, 5, 7)","[(177, 44), (159, 20), (217, 143), (238, 163)]"
,4,"(0, 1, 6, 7)","[(177, 44), (159, 20), (247, 192), (238, 163)]"
,4,"(0, 5, 6, 7)","[(177, 44), (217, 143), (247, 192), (238, 163)]"
