PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(108, 222)",2,"(0, 1)","[(108, 222), (246, 144)]"
"(246, 144)",2,"(0, 2)","[(108, 222), (125, 202)]"
"(125, 202)",2,"(0, 6)","[(108, 222), (107, 196)]"
"(160, 128)",2,"(0, 7)","[(108, 222), (10, 33)]"
"(126, 181)",2,"(1, 2)","[(246, 144), (125, 202)]"
"(118, 132)",2,"(1, 3)","[(246, 144), (160, 128)]"
"(107, 196)",2,"(1, 7)","[(246, 144), (10, 33)]"
"(10, 33)",2,"(3, 7)","[(160, 128), (10, 33)]"
,2,"(5, 7)","[(118, 132), (10, 33)]"
,2,"(6, 7)","[(107, 196), (10, 33)]"
,3,"(0, 1, 2)","[(108, 222), (246, 144), (125, 202)]"
,3,"(0, 2, 6)","[(108, 222), (125, 202), (107, 196)]"
,3,"(0, 6, 7)","[(108, 222), (107, 196), (10, 33)]"
,3,"(1, 2, 3)","[(246, 144), (125, 202), (160, 128)]"
,3,"(1, 3, 4)","[(246, 144), (160, 128), (126, 181)]"
,3,"(1, 3, 5)","[(246, 144), (160, 128), (118, 132)]"
,3,"(1, 3, 7)","[(246, 144), (160, 128), (10, 33)]"
,3,"(3, 5, 7)","[(160, 128), (118, 132), (10, 33)]"
,3,"(5, 6, 7)","[(118, 132), (107, 196), (10, 33)]"
,4,"(0, 1, 2, 3)","[(108, 222), (246, 144), (125, 202), (160, 128)]"
,4,"(0, 1, 2, 4)","[(108, 222), (246, 144), (125, 202), (126, 181)]"
,4,"(0, 1, 2, 6)","[(108, 222), (246, 144), (125, 202), (107, 196)]"
,4,"(0, 2, 4, 6)","[(108, 222), (125, 202), (126, 181), (107, 196)]"
,4,"(0, 2, 6, 7)","[(108, 222), (125, 202), (107, 196), (10, 33)]"
,4,"(0, 5, 6, 7)","[(108, 222), (118, 132), (107, 196), (10, 33)]"
