PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(231, 186)",2,"(0, 1)","[(231, 186), (67, 9)]"
"(67, 9)",2,"(0, 5)","[(231, 186), (155, 220)]"
"(36, 125)",2,"(0, 6)","[(231, 186), (152, 232)]"
"(90, 147)",2,"(0, 7)","[(231, 186), (138, 247)]"
"(124, 189)",2,"(1, 2)","[(67, 9), (36, 125)]"
"(155, 220)",2,"(2, 3)","[(36, 125), (90, 147)]"
"(152, 232)",2,"(2, 7)","[(36, 125), (138, 247)]"
"(138, 247)",2,"(6, 7)","[(152, 232), (138, 247)]"
,3,"(0, 1, 2)","[(231, 186), (67, 9), (36, 125)]"
,3,"(0, 1, 3)","[(231, 186), (67, 9), (90, 147)]"
,3,"(0, 1, 5)","[(231, 186), (67, 9), (155, 220)]"
,3,"(0, 5, 6)","[(231, 186), (155, 220), (152, 232)]"
,3,"(0, 6, 7)","[(231, 186), (152, 232), (138, 247)]"
,3,"(1, 2, 3)","[(67, 9), (36, 125), (90, 147)]"
,3,"(2, 3, 7)","[(36, 125), (90, 147), (138, 247)]"
,3,"(2, 6, 7)","[(36, 125), (152, 232), (138, 247)]"
,3,"(5, 6, 7)","[(155, 220), (152, 232), (138, 247)]"
,4,"(0, 1, 2, 3)","[(231, 186), (67, 9), (36, 125), (90, 147)]"
,4,"(0, 1, 3, 4)","[(231, 186), (67, 9), (90, 147), (124, 189)]"
,4,"(0, 1, 3, 5)","[(231, 186), (67, 9), (90, 147), (155, 220)]"
,4,"(0, 1, 4, 5)","[(231, 186), (67, 9), (124, 189), (155, 220)]"
,4,"(0, 1, 5, 6)","[(231, 186), (67, 9), (155, 220), (152, 232)]"
,4,"(0, 4, 5, 6)","[(231, 186), (124, 189), (155, 220), (152, 232)]"
,4,"(0, 5, 6, 7)","[(231, 186), (155, 220), (152, 232), (138, 247)]"
