PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(41, 242)",2,"(0, 1)","[(41, 242), (61, 233)]"
"(61, 233)",2,"(0, 5)","[(41, 242), (52, 158)]"
"(214, 63)",2,"(0, 7)","[(41, 242), (48, 14)]"
"(187, 60)",2,"(1, 2)","[(61, 233), (214, 63)]"
"(132, 121)",2,"(2, 3)","[(214, 63), (187, 60)]"
"(52, 158)",2,"(2, 7)","[(214, 63), (48, 14)]"
"(56, 68)",2,"(3, 7)","[(187, 60), (48, 14)]"
"(48, 14)",2,"(6, 7)","[(56, 68), (48, 14)]"
,3,"(0, 1, 2)","[(41, 242), (61, 233), (214, 63)]"
,3,"(0, 1, 4)","[(41, 242), (61, 233), (132, 121)]"
,3,"(0, 1, 5)","[(41, 242), (61, 233), (52, 158)]"
,3,"(0, 5, 7)","[(41, 242), (52, 158), (48, 14)]"
,3,"(0, 6, 7)","[(41, 242), (56, 68), (48, 14)]"
,3,"(1, 2, 3)","[(61, 233), (214, 63), (187, 60)]"
,3,"(2, 3, 4)","[(214, 63), (187, 60), (132, 121)]"
,3,"(2, 3, 7)","[(214, 63), (187, 60), (48, 14)]"
,3,"(3, 6, 7)","[(187, 60), (56, 68), (48, 14)]"
,3,"(5, 6, 7)","[(52, 158), (56, 68), (48, 14)]"
,4,"(0, 1, 2, 3)","[(41, 242), (61, 233), (214, 63), (187, 60)]"
,4,"(0, 1, 2, 4)","[(41, 242), (61, 233), (214, 63), (132, 121)]"
,4,"(0, 1, 4, 5)","[(41, 242), (61, 233), (132, 121), (52, 158)]"
,4,"(0, 1, 5, 6)","[(41, 242), (61, 233), (52, 158), (56, 68)]"
,4,"(0, 1, 5, 7)","[(41, 242), (61, 233), (52, 158), (48, 14)]"
,4,"(0, 5, 6, 7)","[(41, 242), (52, 158), (56, 68), (48, 14)]"
