PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(47, 225)",2,"(0, 1)","[(47, 225), (250, 220)]"
"(250, 220)",2,"(0, 4)","[(47, 225), (87, 196)]"
"(155, 183)",2,"(0, 6)","[(47, 225), (41, 180)]"
"(141, 174)",2,"(0, 7)","[(47, 225), (1, 9)]"
"(87, 196)",2,"(1, 2)","[(250, 220), (155, 183)]"
"(90, 186)",2,"(1, 7)","[(250, 220), (1, 9)]"
"(41, 180)",2,"(3, 7)","[(141, 174), (1, 9)]"
"(1, 9)",2,"(6, 7)","[(41, 180), (1, 9)]"
,3,"(0, 1, 2)","[(47, 225), (250, 220), (155, 183)]"
,3,"(0, 1, 4)","[(47, 225), (250, 220), (87, 196)]"
,3,"(0, 4, 6)","[(47, 225), (87, 196), (41, 180)]"
,3,"(0, 6, 7)","[(47, 225), (41, 180), (1, 9)]"
,3,"(1, 2, 3)","[(250, 220), (155, 183), (141, 174)]"
,3,"(1, 2, 7)","[(250, 220), (155, 183), (1, 9)]"
,3,"(1, 3, 7)","[(250, 220), (141, 174), (1, 9)]"
,3,"(2, 3, 7)","[(155, 183), (141, 174), (1, 9)]"
,3,"(3, 6, 7)","[(141, 174), (41, 180), (1, 9)]"
,3,"(5, 6, 7)","[(90, 186), (41, 180), (1, 9)]"
,4,"(0, 1, 2, 3)","[(47, 225), (250, 220), (155, 183), (141, 174)]"
,4,"(0, 1, 2, 4)","[(47, 225), (250, 220), (155, 183), (87, 196)]"
,4,"(0, 1, 4, 5)","[(47, 225), (250, 220), (87, 196), (90, 186)]"
,4,"(0, 1, 4, 6)","[(47, 225), (250, 220), (87, 196), (41, 180)]"
,4,"(0, 4, 5, 6)","[(47, 225), (87, 196), (90, 186), (41, 180)]"
,4,"(0, 4, 6, 7)","[(47, 225), (87, 196), (41, 180), (1, 9)]"
,4,"(0, 5, 6, 7)","[(47, 225), (90, 186), (41, 180), (1, 9)]"
