PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(1, 30)",2,"(0, 1)","[(1, 30), (166, 226)]"
"(166, 226)",2,"(0, 3)","[(1, 30), (50, 67)]"
"(148, 180)",2,"(0, 6)","[(1, 30), (52, 43)]"
"(50, 67)",2,"(0, 7)","[(1, 30), (255, 32)]"
"(189, 135)",2,"(1, 2)","[(166, 226), (148, 180)]"
"(206, 123)",2,"(1, 5)","[(166, 226), (206, 123)]"
"(52, 43)",2,"(1, 7)","[(166, 226), (255, 32)]"
"(255, 32)",2,"(5, 7)","[(206, 123), (255, 32)]"
,2,"(6, 7)","[(52, 43), (255, 32)]"
,3,"(0, 1, 2)","[(1, 30), (166, 226), (148, 180)]"
,3,"(0, 1, 3)","[(1, 30), (166, 226), (50, 67)]"
,3,"(0, 3, 6)","[(1, 30), (50, 67), (52, 43)]"
,3,"(0, 6, 7)","[(1, 30), (52, 43), (255, 32)]"
,3,"(1, 2, 3)","[(166, 226), (148, 180), (50, 67)]"
,3,"(1, 2, 4)","[(166, 226), (148, 180), (189, 135)]"
,3,"(1, 2, 5)","[(166, 226), (148, 180), (206, 123)]"
,3,"(1, 4, 5)","[(166, 226), (189, 135), (206, 123)]"
,3,"(1, 5, 7)","[(166, 226), (206, 123), (255, 32)]"
,3,"(4, 5, 7)","[(189, 135), (206, 123), (255, 32)]"
,3,"(5, 6, 7)","[(206, 123), (52, 43), (255, 32)]"
,4,"(0, 1, 2, 3)","[(1, 30), (166, 226), (148, 180), (50, 67)]"
,4,"(0, 1, 3, 6)","[(1, 30), (166, 226), (50, 67), (52, 43)]"
,4,"(0, 2, 3, 6)","[(1, 30), (148, 180), (50, 67), (52, 43)]"
,4,"(0, 3, 6, 7)","[(1, 30), (50, 67), (52, 43), (255, 32)]"
,4,"(0, 5, 6, 7)","[(1, 30), (206, 123), (52, 43), (255, 32)]"
