PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(26, 44)",2,"(0, 1)","[(26, 44), (49, 106)]"
"(49, 106)",2,"(0, 6)","[(26, 44), (76, 69)]"
"(229, 212)",2,"(0, 7)","[(26, 44), (131, 85)]"
"(223, 195)",2,"(1, 2)","[(49, 106), (229, 212)]"
"(171, 145)",2,"(2, 3)","[(229, 212), (223, 195)]"
"(221, 170)",2,"(2, 5)","[(229, 212), (221, 170)]"
"(76, 69)",2,"(3, 5)","[(223, 195), (221, 170)]"
"(131, 85)",2,"(5, 7)","[(221, 170), (131, 85)]"
,2,"(6, 7)","[(76, 69), (131, 85)]"
,3,"(0, 1, 2)","[(26, 44), (49, 106), (229, 212)]"
,3,"(0, 1, 6)","[(26, 44), (49, 106), (76, 69)]"
,3,"(0, 6, 7)","[(26, 44), (76, 69), (131, 85)]"
,3,"(1, 2, 3)","[(49, 106), (229, 212), (223, 195)]"
,3,"(2, 3, 5)","[(229, 212), (223, 195), (221, 170)]"
,3,"(3, 5, 7)","[(223, 195), (221, 170), (131, 85)]"
,3,"(4, 5, 7)","[(171, 145), (221, 170), (131, 85)]"
,3,"(5, 6, 7)","[(221, 170), (76, 69), (131, 85)]"
,4,"(0, 1, 2, 3)","[(26, 44), (49, 106), (229, 212), (223, 195)]"
,4,"(0, 1, 2, 6)","[(26, 44), (49, 106), (229, 212), (76, 69)]"
,4,"(0, 1, 4, 6)","[(26, 44), (49, 106), (171, 145), (76, 69)]"
,4,"(0, 1, 6, 7)","[(26, 44), (49, 106), (76, 69), (131, 85)]"
,4,"(0, 4, 6, 7)","[(26, 44), (171, 145), (76, 69), (131, 85)]"
,4,"(0, 5, 6, 7)","[(26, 44), (221, 170), (76, 69), (131, 85)]"
