PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(239, 180)",2,"(0, 1)","[(239, 180), (204, 56)]"
"(204, 56)",2,"(0, 7)","[(239, 180), (68, 224)]"
"(82, 21)",2,"(1, 2)","[(204, 56), (82, 21)]"
"(140, 90)",2,"(2, 3)","[(82, 21), (140, 90)]"
"(87, 172)",2,"(2, 6)","[(82, 21), (16, 228)]"
"(73, 203)",2,"(6, 7)","[(16, 228), (68, 224)]"
"(16, 228)",3,"(0, 1, 2)","[(239, 180), (204, 56), (82, 21)]"
"(68, 224)",3,"(0, 1, 3)","[(239, 180), (204, 56), (140, 90)]"
,3,"(0, 1, 7)","[(239, 180), (204, 56), (68, 224)]"
,3,"(0, 5, 7)","[(239, 180), (73, 203), (68, 224)]"
,3,"(0, 6, 7)","[(239, 180), (16, 228), (68, 224)]"
,3,"(1, 2, 3)","[(204, 56), (82, 21), (140, 90)]"
,3,"(2, 3, 6)","[(82, 21), (140, 90), (16, 228)]"
,3,"(2, 4, 6)","[(82, 21), (87, 172), (16, 228)]"
,3,"(2, 5, 6)","[(82, 21), (73, 203), (16, 228)]"
,3,"(2, 6, 7)","[(82, 21), (16, 228), (68, 224)]"
,3,"(5, 6, 7)","[(73, 203), (16, 228), (68, 224)]"
,4,"(0, 1, 2, 3)","[(239, 180), (204, 56), (82, 21), (140, 90)]"
,4,"(0, 1, 3, 4)","[(239, 180), (204, 56), (140, 90), (87, 172)]"
,4,"(0, 1, 3, 7)","[(239, 180), (204, 56), (140, 90), (68, 224)]"
,4,"(0, 1, 5, 7)","[(239, 180), (204, 56), (73, 203), (68, 224)]"
,4,"(0, 4, 5, 7)","[(239, 180), (87, 172), (73, 203), (68, 224)]"
,4,"(0, 5, 6, 7)","[(239, 180), (73, 203), (16, 228), (68, 224)]"
