PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(50, 151)",2,"(0, 1)","[(50, 151), (17, 191)]"
"(17, 191)",2,"(0, 7)","[(50, 151), (238, 33)]"
"(163, 228)",2,"(1, 2)","[(17, 191), (163, 228)]"
"(85, 170)",2,"(2, 3)","[(163, 228), (85, 170)]"
"(138, 133)",2,"(2, 6)","[(163, 228), (177, 110)]"
"(139, 126)",2,"(2, 7)","[(163, 228), (238, 33)]"
"(177, 110)",2,"(6, 7)","[(177, 110), (238, 33)]"
"(238, 33)",3,"(0, 1, 2)","[(50, 151), (17, 191), (163, 228)]"
,3,"(0, 1, 3)","[(50, 151), (17, 191), (85, 170)]"
,3,"(0, 1, 7)","[(50, 151), (17, 191), (238, 33)]"
,3,"(0, 5, 7)","[(50, 151), (139, 126), (238, 33)]"
,3,"(0, 6, 7)","[(50, 151), (177, 110), (238, 33)]"
,3,"(1, 2, 3)","[(17, 191), (163, 228), (85, 170)]"
,3,"(2, 3, 4)","[(163, 228), (85, 170), (138, 133)]"
,3,"(2, 3, 6)","[(163, 228), (85, 170), (177, 110)]"
,3,"(2, 4, 6)","[(163, 228), (138, 133), (177, 110)]"
,3,"(2, 6, 7)","[(163, 228), (177, 110), (238, 33)]"
,3,"(5, 6, 7)","[(139, 126), (177, 110), (238, 33)]"
,4,"(0, 1, 2, 3)","[(50, 151), (17, 191), (163, 228), (85, 170)]"
,4,"(0, 1, 3, 4)","[(50, 151), (17, 191), (85, 170), (138, 133)]"
,4,"(0, 1, 3, 5)","[(50, 151), (17, 191), (85, 170), (139, 126)]"
,4,"(0, 1, 3, 7)","[(50, 151), (17, 191), (85, 170), (238, 33)]"
,4,"(0, 1, 5, 7)","[(50, 151), (17, 191), (139, 126), (238, 33)]"
,4,"(0, 5, 6, 7)","[(50, 151), (139, 126), (177, 110), (238, 33)]"
