PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(70, 227)",2,"(0, 1)","[(70, 227), (116, 250)]"
"(116, 250)",2,"(0, 6)","[(70, 227), (62, 174)]"
"(252, 41)",2,"(0, 7)","[(70, 227), (3, 5)]"
"(164, 114)",2,"(1, 2)","[(116, 250), (252, 41)]"
"(81, 196)",2,"(2, 3)","[(252, 41), (164, 114)]"
"(68, 30)",2,"(2, 5)","[(252, 41), (68, 30)]"
"(62, 174)",2,"(2, 7)","[(252, 41), (3, 5)]"
"(3, 5)",2,"(5, 7)","[(68, 30), (3, 5)]"
,2,"(6, 7)","[(62, 174), (3, 5)]"
,3,"(0, 1, 2)","[(70, 227), (116, 250), (252, 41)]"
,3,"(0, 1, 4)","[(70, 227), (116, 250), (81, 196)]"
,3,"(0, 1, 6)","[(70, 227), (116, 250), (62, 174)]"
,3,"(0, 4, 6)","[(70, 227), (81, 196), (62, 174)]"
,3,"(0, 6, 7)","[(70, 227), (62, 174), (3, 5)]"
,3,"(1, 2, 3)","[(116, 250), (252, 41), (164, 114)]"
,3,"(2, 3, 5)","[(252, 41), (164, 114), (68, 30)]"
,3,"(2, 5, 7)","[(252, 41), (68, 30), (3, 5)]"
,3,"(5, 6, 7)","[(68, 30), (62, 174), (3, 5)]"
,4,"(0, 1, 2, 3)","[(70, 227), (116, 250), (252, 41), (164, 114)]"
,4,"(0, 1, 2, 4)","[(70, 227), (116, 250), (252, 41), (81, 196)]"
,4,"(0, 1, 3, 4)","[(70, 227), (116, 250), (164, 114), (81, 196)]"
,4,"(0, 1, 4, 6)","[(70, 227), (116, 250), (81, 196), (62, 174)]"
,4,"(0, 4, 6, 7)","[(70, 227), (81, 196), (62, 174), (3, 5)]"
,4,"(0, 5, 6, 7)","[(70, 227), (68, 30), (62, 174), (3, 5)]"
