PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(207, 15)",2,"(0, 1)","[(207, 15), (35, 79)]"
"(35, 79)",2,"(0, 5)","[(207, 15), (190, 106)]"
"(133, 240)",2,"(0, 7)","[(207, 15), (222, 119)]"
"(169, 146)",2,"(1, 2)","[(35, 79), (133, 240)]"
"(178, 144)",2,"(2, 6)","[(133, 240), (185, 161)]"
"(190, 106)",2,"(2, 7)","[(133, 240), (222, 119)]"
"(185, 161)",2,"(6, 7)","[(185, 161), (222, 119)]"
"(222, 119)",3,"(0, 1, 2)","[(207, 15), (35, 79), (133, 240)]"
,3,"(0, 1, 3)","[(207, 15), (35, 79), (169, 146)]"
,3,"(0, 1, 5)","[(207, 15), (35, 79), (190, 106)]"
,3,"(0, 5, 7)","[(207, 15), (190, 106), (222, 119)]"
,3,"(0, 6, 7)","[(207, 15), (185, 161), (222, 119)]"
,3,"(1, 2, 3)","[(35, 79), (133, 240), (169, 146)]"
,3,"(1, 2, 6)","[(35, 79), (133, 240), (185, 161)]"
,3,"(2, 3, 6)","[(133, 240), (169, 146), (185, 161)]"
,3,"(2, 4, 6)","[(133, 240), (178, 144), (185, 161)]"
,3,"(2, 6, 7)","[(133, 240), (185, 161), (222, 119)]"
,3,"(4, 6, 7)","[(178, 144), (185, 161), (222, 119)]"
,3,"(5, 6, 7)","[(190, 106), (185, 161), (222, 119)]"
,4,"(0, 1, 2, 3)","[(207, 15), (35, 79), (133, 240), (169, 146)]"
,4,"(0, 1, 3, 5)","[(207, 15), (35, 79), (169, 146), (190, 106)]"
,4,"(0, 1, 5, 7)","[(207, 15), (35, 79), (190, 106), (222, 119)]"
,4,"(0, 4, 5, 7)","[(207, 15), (178, 144), (190, 106), (222, 119)]"
,4,"(0, 5, 6, 7)","[(207, 15), (190, 106), (185, 161), (222, 119)]"
