PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(1, 14)",2,"(0, 1)","[(1, 14), (31, 80)]"
"(31, 80)",2,"(0, 4)","[(1, 14), (69, 73)]"
"(181, 241)",2,"(0, 7)","[(1, 14), (254, 109)]"
"(167, 191)",2,"(1, 2)","[(31, 80), (181, 241)]"
"(69, 73)",2,"(2, 3)","[(181, 241), (167, 191)]"
"(212, 153)",2,"(2, 6)","[(181, 241), (227, 146)]"
"(227, 146)",2,"(2, 7)","[(181, 241), (254, 109)]"
"(254, 109)",2,"(6, 7)","[(227, 146), (254, 109)]"
,3,"(0, 1, 2)","[(1, 14), (31, 80), (181, 241)]"
,3,"(0, 1, 4)","[(1, 14), (31, 80), (69, 73)]"
,3,"(0, 4, 7)","[(1, 14), (69, 73), (254, 109)]"
,3,"(0, 6, 7)","[(1, 14), (227, 146), (254, 109)]"
,3,"(1, 2, 3)","[(31, 80), (181, 241), (167, 191)]"
,3,"(2, 3, 5)","[(181, 241), (167, 191), (212, 153)]"
,3,"(2, 3, 6)","[(181, 241), (167, 191), (227, 146)]"
,3,"(2, 5, 6)","[(181, 241), (212, 153), (227, 146)]"
,3,"(2, 6, 7)","[(181, 241), (227, 146), (254, 109)]"
,3,"(5, 6, 7)","[(212, 153), (227, 146), (254, 109)]"
,4,"(0, 1, 2, 3)","[(1, 14), (31, 80), (181, 241), (167, 191)]"
,4,"(0, 1, 2, 4)","[(1, 14), (31, 80), (181, 241), (69, 73)]"
,4,"(0, 1, 3, 4)","[(1, 14), (31, 80), (167, 191), (69, 73)]"
,4,"(0, 1, 4, 7)","[(1, 14), (31, 80), (69, 73), (254, 109)]"
,4,"(0, 4, 6, 7)","[(1, 14), (69, 73), (227, 146), (254, 109)]"
,4,"(0, 5, 6, 7)","[(1, 14), (212, 153), (227, 146), (254, 109)]"
