PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(47, 49)",2,"(0, 1)","[(47, 49), (57, 131)]"
"(57, 131)",2,"(0, 4)","[(47, 49), (109, 130)]"
"(131, 207)",2,"(0, 6)","[(47, 49), (172, 141)]"
"(124, 168)",2,"(0, 7)","[(47, 49), (223, 159)]"
"(109, 130)",2,"(1, 2)","[(57, 131), (131, 207)]"
"(154, 158)",2,"(2, 3)","[(131, 207), (124, 168)]"
"(172, 141)",2,"(2, 7)","[(131, 207), (223, 159)]"
"(223, 159)",2,"(6, 7)","[(172, 141), (223, 159)]"
,3,"(0, 1, 2)","[(47, 49), (57, 131), (131, 207)]"
,3,"(0, 1, 4)","[(47, 49), (57, 131), (109, 130)]"
,3,"(0, 4, 6)","[(47, 49), (109, 130), (172, 141)]"
,3,"(0, 6, 7)","[(47, 49), (172, 141), (223, 159)]"
,3,"(1, 2, 3)","[(57, 131), (131, 207), (124, 168)]"
,3,"(2, 3, 5)","[(131, 207), (124, 168), (154, 158)]"
,3,"(2, 3, 7)","[(131, 207), (124, 168), (223, 159)]"
,3,"(2, 5, 7)","[(131, 207), (154, 158), (223, 159)]"
,3,"(2, 6, 7)","[(131, 207), (172, 141), (223, 159)]"
,3,"(5, 6, 7)","[(154, 158), (172, 141), (223, 159)]"
,4,"(0, 1, 2, 3)","[(47, 49), (57, 131), (131, 207), (124, 168)]"
,4,"(0, 1, 2, 4)","[(47, 49), (57, 131), (131, 207), (109, 130)]"
,4,"(0, 1, 3, 4)","[(47, 49), (57, 131), (124, 168), (109, 130)]"
,4,"(0, 1, 4, 6)","[(47, 49), (57, 131), (109, 130), (172, 141)]"
,4,"(0, 4, 6, 7)","[(47, 49), (109, 130), (172, 141), (223, 159)]"
,4,"(0, 5, 6, 7)","[(47, 49), (154, 158), (172, 141), (223, 159)]"
