PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 25)",2,"(0, 1)","[(252, 25), (4, 57)]"
"(4, 57)",2,"(0, 4)","[(252, 25), (152, 123)]"
"(83, 132)",2,"(0, 6)","[(252, 25), (179, 142)]"
"(97, 127)",2,"(0, 7)","[(252, 25), (175, 231)]"
"(152, 123)",2,"(1, 2)","[(4, 57), (83, 132)]"
"(147, 134)",2,"(1, 7)","[(4, 57), (175, 231)]"
"(179, 142)",2,"(2, 7)","[(83, 132), (175, 231)]"
"(175, 231)",2,"(6, 7)","[(179, 142), (175, 231)]"
,3,"(0, 1, 2)","[(252, 25), (4, 57), (83, 132)]"
,3,"(0, 1, 3)","[(252, 25), (4, 57), (97, 127)]"
,3,"(0, 1, 4)","[(252, 25), (4, 57), (152, 123)]"
,3,"(0, 4, 6)","[(252, 25), (152, 123), (179, 142)]"
,3,"(0, 6, 7)","[(252, 25), (179, 142), (175, 231)]"
,3,"(1, 2, 3)","[(4, 57), (83, 132), (97, 127)]"
,3,"(1, 2, 7)","[(4, 57), (83, 132), (175, 231)]"
,3,"(2, 3, 7)","[(83, 132), (97, 127), (175, 231)]"
,3,"(2, 6, 7)","[(83, 132), (179, 142), (175, 231)]"
,3,"(5, 6, 7)","[(147, 134), (179, 142), (175, 231)]"
,4,"(0, 1, 2, 3)","[(252, 25), (4, 57), (83, 132), (97, 127)]"
,4,"(0, 1, 3, 4)","[(252, 25), (4, 57), (97, 127), (152, 123)]"
,4,"(0, 1, 4, 5)","[(252, 25), (4, 57), (152, 123), (147, 134)]"
,4,"(0, 1, 4, 6)","[(252, 25), (4, 57), (152, 123), (179, 142)]"
,4,"(0, 4, 5, 6)","[(252, 25), (152, 123), (147, 134), (179, 142)]"
,4,"(0, 4, 6, 7)","[(252, 25), (152, 123), (179, 142), (175, 231)]"
,4,"(0, 5, 6, 7)","[(252, 25), (147, 134), (179, 142), (175, 231)]"
