PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(25, 184)",2,"(0, 1)","[(25, 184), (8, 229)]"
"(8, 229)",2,"(0, 7)","[(25, 184), (166, 26)]"
"(249, 192)",2,"(1, 2)","[(8, 229), (249, 192)]"
"(165, 178)",2,"(2, 3)","[(249, 192), (165, 178)]"
"(163, 173)",2,"(2, 7)","[(249, 192), (166, 26)]"
"(91, 171)",2,"(4, 7)","[(163, 173), (166, 26)]"
"(86, 160)",2,"(6, 7)","[(86, 160), (166, 26)]"
"(166, 26)",3,"(0, 1, 2)","[(25, 184), (8, 229), (249, 192)]"
,3,"(0, 1, 5)","[(25, 184), (8, 229), (91, 171)]"
,3,"(0, 1, 6)","[(25, 184), (8, 229), (86, 160)]"
,3,"(0, 1, 7)","[(25, 184), (8, 229), (166, 26)]"
,3,"(0, 6, 7)","[(25, 184), (86, 160), (166, 26)]"
,3,"(1, 2, 3)","[(8, 229), (249, 192), (165, 178)]"
,3,"(2, 3, 4)","[(249, 192), (165, 178), (163, 173)]"
,3,"(2, 3, 7)","[(249, 192), (165, 178), (166, 26)]"
,3,"(2, 4, 7)","[(249, 192), (163, 173), (166, 26)]"
,3,"(4, 6, 7)","[(163, 173), (86, 160), (166, 26)]"
,3,"(5, 6, 7)","[(91, 171), (86, 160), (166, 26)]"
,4,"(0, 1, 2, 3)","[(25, 184), (8, 229), (249, 192), (165, 178)]"
,4,"(0, 1, 2, 5)","[(25, 184), (8, 229), (249, 192), (91, 171)]"
,4,"(0, 1, 3, 5)","[(25, 184), (8, 229), (165, 178), (91, 171)]"
,4,"(0, 1, 5, 6)","[(25, 184), (8, 229), (91, 171), (86, 160)]"
,4,"(0, 1, 6, 7)","[(25, 184), (8, 229), (86, 160), (166, 26)]"
,4,"(0, 5, 6, 7)","[(25, 184), (91, 171), (86, 160), (166, 26)]"
