PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(246, 247)",2,"(0, 1)","[(246, 247), (55, 5)]"
"(55, 5)",2,"(0, 5)","[(246, 247), (167, 235)]"
"(13, 4)",2,"(0, 7)","[(246, 247), (12, 253)]"
"(46, 42)",2,"(1, 2)","[(55, 5), (13, 4)]"
"(49, 54)",2,"(2, 3)","[(13, 4), (46, 42)]"
"(167, 235)",2,"(2, 7)","[(13, 4), (12, 253)]"
"(132, 237)",2,"(6, 7)","[(132, 237), (12, 253)]"
"(12, 253)",3,"(0, 1, 2)","[(246, 247), (55, 5), (13, 4)]"
,3,"(0, 1, 3)","[(246, 247), (55, 5), (46, 42)]"
,3,"(0, 1, 5)","[(246, 247), (55, 5), (167, 235)]"
,3,"(0, 5, 6)","[(246, 247), (167, 235), (132, 237)]"
,3,"(0, 5, 7)","[(246, 247), (167, 235), (12, 253)]"
,3,"(0, 6, 7)","[(246, 247), (132, 237), (12, 253)]"
,3,"(1, 2, 3)","[(55, 5), (13, 4), (46, 42)]"
,3,"(2, 3, 7)","[(13, 4), (46, 42), (12, 253)]"
,3,"(2, 4, 7)","[(13, 4), (49, 54), (12, 253)]"
,3,"(2, 6, 7)","[(13, 4), (132, 237), (12, 253)]"
,3,"(5, 6, 7)","[(167, 235), (132, 237), (12, 253)]"
,4,"(0, 1, 2, 3)","[(246, 247), (55, 5), (13, 4), (46, 42)]"
,4,"(0, 1, 3, 4)","[(246, 247), (55, 5), (46, 42), (49, 54)]"
,4,"(0, 1, 3, 5)","[(246, 247), (55, 5), (46, 42), (167, 235)]"
,4,"(0, 1, 5, 6)","[(246, 247), (55, 5), (167, 235), (132, 237)]"
,4,"(0, 4, 5, 6)","[(246, 247), (49, 54), (167, 235), (132, 237)]"
,4,"(0, 5, 6, 7)","[(246, 247), (167, 235), (132, 237), (12, 253)]"
