PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(85, 211)",2,"(0, 1)","[(85, 211), (240, 137)]"
"(240, 137)",2,"(0, 4)","[(85, 211), (90, 183)]"
"(147, 135)",2,"(0, 7)","[(85, 211), (12, 45)]"
"(136, 111)",2,"(1, 2)","[(240, 137), (147, 135)]"
"(90, 183)",2,"(1, 3)","[(240, 137), (136, 111)]"
"(86, 150)",2,"(1, 7)","[(240, 137), (12, 45)]"
"(71, 112)",2,"(3, 7)","[(136, 111), (12, 45)]"
"(12, 45)",2,"(6, 7)","[(71, 112), (12, 45)]"
,3,"(0, 1, 2)","[(85, 211), (240, 137), (147, 135)]"
,3,"(0, 1, 4)","[(85, 211), (240, 137), (90, 183)]"
,3,"(0, 4, 5)","[(85, 211), (90, 183), (86, 150)]"
,3,"(0, 4, 7)","[(85, 211), (90, 183), (12, 45)]"
,3,"(0, 6, 7)","[(85, 211), (71, 112), (12, 45)]"
,3,"(1, 2, 3)","[(240, 137), (147, 135), (136, 111)]"
,3,"(1, 3, 7)","[(240, 137), (136, 111), (12, 45)]"
,3,"(3, 6, 7)","[(136, 111), (71, 112), (12, 45)]"
,3,"(5, 6, 7)","[(86, 150), (71, 112), (12, 45)]"
,4,"(0, 1, 2, 3)","[(85, 211), (240, 137), (147, 135), (136, 111)]"
,4,"(0, 1, 2, 4)","[(85, 211), (240, 137), (147, 135), (90, 183)]"
,4,"(0, 1, 4, 5)","[(85, 211), (240, 137), (90, 183), (86, 150)]"
,4,"(0, 2, 4, 5)","[(85, 211), (147, 135), (90, 183), (86, 150)]"
,4,"(0, 4, 5, 6)","[(85, 211), (90, 183), (86, 150), (71, 112)]"
,4,"(0, 4, 5, 7)","[(85, 211), (90, 183), (86, 150), (12, 45)]"
,4,"(0, 4, 6, 7)","[(85, 211), (90, 183), (71, 112), (12, 45)]"
,4,"(0, 5, 6, 7)","[(85, 211), (86, 150), (71, 112), (12, 45)]"
