PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(81, 15)",2,"(0, 1)","[(81, 15), (16, 196)]"
"(16, 196)",2,"(0, 6)","[(81, 15), (118, 71)]"
"(109, 230)",2,"(0, 7)","[(81, 15), (240, 197)]"
"(113, 240)",2,"(1, 2)","[(16, 196), (109, 230)]"
"(108, 135)",2,"(1, 3)","[(16, 196), (113, 240)]"
"(103, 101)",2,"(2, 3)","[(109, 230), (113, 240)]"
"(118, 71)",2,"(3, 7)","[(113, 240), (240, 197)]"
"(240, 197)",2,"(6, 7)","[(118, 71), (240, 197)]"
,3,"(0, 1, 2)","[(81, 15), (16, 196), (109, 230)]"
,3,"(0, 1, 5)","[(81, 15), (16, 196), (103, 101)]"
,3,"(0, 1, 6)","[(81, 15), (16, 196), (118, 71)]"
,3,"(0, 5, 6)","[(81, 15), (103, 101), (118, 71)]"
,3,"(0, 6, 7)","[(81, 15), (118, 71), (240, 197)]"
,3,"(1, 2, 3)","[(16, 196), (109, 230), (113, 240)]"
,3,"(2, 3, 7)","[(109, 230), (113, 240), (240, 197)]"
,3,"(3, 6, 7)","[(113, 240), (118, 71), (240, 197)]"
,3,"(4, 6, 7)","[(108, 135), (118, 71), (240, 197)]"
,3,"(5, 6, 7)","[(103, 101), (118, 71), (240, 197)]"
,4,"(0, 1, 2, 3)","[(81, 15), (16, 196), (109, 230), (113, 240)]"
,4,"(0, 1, 2, 5)","[(81, 15), (16, 196), (109, 230), (103, 101)]"
,4,"(0, 1, 4, 5)","[(81, 15), (16, 196), (108, 135), (103, 101)]"
,4,"(0, 1, 5, 6)","[(81, 15), (16, 196), (103, 101), (118, 71)]"
,4,"(0, 4, 5, 6)","[(81, 15), (108, 135), (103, 101), (118, 71)]"
,4,"(0, 5, 6, 7)","[(81, 15), (103, 101), (118, 71), (240, 197)]"
