PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 245)",2,"(0, 1)","[(252, 245), (117, 11)]"
"(117, 11)",2,"(0, 3)","[(252, 245), (199, 171)]"
"(115, 32)",2,"(0, 6)","[(252, 245), (152, 180)]"
"(199, 171)",2,"(0, 7)","[(252, 245), (3, 104)]"
"(167, 165)",2,"(1, 2)","[(117, 11), (115, 32)]"
"(155, 170)",2,"(1, 7)","[(117, 11), (3, 104)]"
"(152, 180)",2,"(2, 7)","[(115, 32), (3, 104)]"
"(3, 104)",2,"(6, 7)","[(152, 180), (3, 104)]"
,3,"(0, 1, 2)","[(252, 245), (117, 11), (115, 32)]"
,3,"(0, 1, 3)","[(252, 245), (117, 11), (199, 171)]"
,3,"(0, 3, 4)","[(252, 245), (199, 171), (167, 165)]"
,3,"(0, 3, 6)","[(252, 245), (199, 171), (152, 180)]"
,3,"(0, 5, 6)","[(252, 245), (155, 170), (152, 180)]"
,3,"(0, 6, 7)","[(252, 245), (152, 180), (3, 104)]"
,3,"(1, 2, 3)","[(117, 11), (115, 32), (199, 171)]"
,3,"(1, 2, 7)","[(117, 11), (115, 32), (3, 104)]"
,3,"(2, 6, 7)","[(115, 32), (152, 180), (3, 104)]"
,3,"(5, 6, 7)","[(155, 170), (152, 180), (3, 104)]"
,4,"(0, 1, 2, 3)","[(252, 245), (117, 11), (115, 32), (199, 171)]"
,4,"(0, 1, 3, 4)","[(252, 245), (117, 11), (199, 171), (167, 165)]"
,4,"(0, 3, 4, 5)","[(252, 245), (199, 171), (167, 165), (155, 170)]"
,4,"(0, 3, 4, 6)","[(252, 245), (199, 171), (167, 165), (152, 180)]"
,4,"(0, 3, 5, 6)","[(252, 245), (199, 171), (155, 170), (152, 180)]"
,4,"(0, 4, 5, 6)","[(252, 245), (167, 165), (155, 170), (152, 180)]"
,4,"(0, 5, 6, 7)","[(252, 245), (155, 170), (152, 180), (3, 104)]"
