PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(78, 201)",2,"(0, 1)","[(78, 201), (89, 208)]"
"(89, 208)",2,"(0, 7)","[(78, 201), (13, 46)]"
"(242, 210)",2,"(1, 2)","[(89, 208), (242, 210)]"
"(200, 192)",2,"(2, 3)","[(242, 210), (200, 192)]"
"(153, 191)",2,"(2, 7)","[(242, 210), (13, 46)]"
"(150, 177)",2,"(3, 7)","[(200, 192), (13, 46)]"
"(86, 183)",2,"(5, 7)","[(150, 177), (13, 46)]"
"(13, 46)",2,"(6, 7)","[(86, 183), (13, 46)]"
,3,"(0, 1, 2)","[(78, 201), (89, 208), (242, 210)]"
,3,"(0, 1, 6)","[(78, 201), (89, 208), (86, 183)]"
,3,"(0, 1, 7)","[(78, 201), (89, 208), (13, 46)]"
,3,"(0, 6, 7)","[(78, 201), (86, 183), (13, 46)]"
,3,"(1, 2, 3)","[(89, 208), (242, 210), (200, 192)]"
,3,"(2, 3, 4)","[(242, 210), (200, 192), (153, 191)]"
,3,"(2, 3, 5)","[(242, 210), (200, 192), (150, 177)]"
,3,"(2, 3, 7)","[(242, 210), (200, 192), (13, 46)]"
,3,"(3, 5, 7)","[(200, 192), (150, 177), (13, 46)]"
,3,"(5, 6, 7)","[(150, 177), (86, 183), (13, 46)]"
,4,"(0, 1, 2, 3)","[(78, 201), (89, 208), (242, 210), (200, 192)]"
,4,"(0, 1, 2, 4)","[(78, 201), (89, 208), (242, 210), (153, 191)]"
,4,"(0, 1, 2, 6)","[(78, 201), (89, 208), (242, 210), (86, 183)]"
,4,"(0, 1, 4, 6)","[(78, 201), (89, 208), (153, 191), (86, 183)]"
,4,"(0, 1, 6, 7)","[(78, 201), (89, 208), (86, 183), (13, 46)]"
,4,"(0, 5, 6, 7)","[(78, 201), (150, 177), (86, 183), (13, 46)]"
