PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(250, 126)",2,"(0, 1)","[(250, 126), (205, 38)]"
"(205, 38)",2,"(0, 6)","[(250, 126), (111, 194)]"
"(190, 47)",2,"(0, 7)","[(250, 126), (77, 217)]"
"(3, 73)",2,"(1, 2)","[(205, 38), (190, 47)]"
"(115, 171)",2,"(1, 3)","[(205, 38), (3, 73)]"
"(110, 187)",2,"(2, 3)","[(190, 47), (3, 73)]"
"(111, 194)",2,"(3, 7)","[(3, 73), (77, 217)]"
"(77, 217)",2,"(6, 7)","[(111, 194), (77, 217)]"
,3,"(0, 1, 2)","[(250, 126), (205, 38), (190, 47)]"
,3,"(0, 1, 6)","[(250, 126), (205, 38), (111, 194)]"
,3,"(0, 5, 6)","[(250, 126), (110, 187), (111, 194)]"
,3,"(0, 6, 7)","[(250, 126), (111, 194), (77, 217)]"
,3,"(1, 2, 3)","[(205, 38), (190, 47), (3, 73)]"
,3,"(2, 3, 7)","[(190, 47), (3, 73), (77, 217)]"
,3,"(3, 4, 7)","[(3, 73), (115, 171), (77, 217)]"
,3,"(3, 5, 7)","[(3, 73), (110, 187), (77, 217)]"
,3,"(3, 6, 7)","[(3, 73), (111, 194), (77, 217)]"
,3,"(5, 6, 7)","[(110, 187), (111, 194), (77, 217)]"
,4,"(0, 1, 2, 3)","[(250, 126), (205, 38), (190, 47), (3, 73)]"
,4,"(0, 1, 2, 4)","[(250, 126), (205, 38), (190, 47), (115, 171)]"
,4,"(0, 1, 2, 6)","[(250, 126), (205, 38), (190, 47), (111, 194)]"
,4,"(0, 1, 5, 6)","[(250, 126), (205, 38), (110, 187), (111, 194)]"
,4,"(0, 4, 5, 6)","[(250, 126), (115, 171), (110, 187), (111, 194)]"
,4,"(0, 5, 6, 7)","[(250, 126), (110, 187), (111, 194), (77, 217)]"
