PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(15, 110)",2,"(0, 1)","[(15, 110), (240, 250)]"
"(240, 250)",2,"(0, 5)","[(15, 110), (121, 91)]"
"(231, 179)",2,"(0, 7)","[(15, 110), (235, 5)]"
"(200, 161)",2,"(1, 2)","[(240, 250), (231, 179)]"
"(208, 155)",2,"(1, 7)","[(240, 250), (235, 5)]"
"(121, 91)",2,"(2, 7)","[(231, 179), (235, 5)]"
"(154, 78)",2,"(6, 7)","[(154, 78), (235, 5)]"
"(235, 5)",3,"(0, 1, 2)","[(15, 110), (240, 250), (231, 179)]"
,3,"(0, 1, 3)","[(15, 110), (240, 250), (200, 161)]"
,3,"(0, 1, 5)","[(15, 110), (240, 250), (121, 91)]"
,3,"(0, 5, 6)","[(15, 110), (121, 91), (154, 78)]"
,3,"(0, 5, 7)","[(15, 110), (121, 91), (235, 5)]"
,3,"(0, 6, 7)","[(15, 110), (154, 78), (235, 5)]"
,3,"(1, 2, 3)","[(240, 250), (231, 179), (200, 161)]"
,3,"(1, 2, 4)","[(240, 250), (231, 179), (208, 155)]"
,3,"(1, 2, 7)","[(240, 250), (231, 179), (235, 5)]"
,3,"(2, 4, 7)","[(231, 179), (208, 155), (235, 5)]"
,3,"(2, 6, 7)","[(231, 179), (154, 78), (235, 5)]"
,3,"(4, 6, 7)","[(208, 155), (154, 78), (235, 5)]"
,3,"(5, 6, 7)","[(121, 91), (154, 78), (235, 5)]"
,4,"(0, 1, 2, 3)","[(15, 110), (240, 250), (231, 179), (200, 161)]"
,4,"(0, 1, 3, 5)","[(15, 110), (240, 250), (200, 161), (121, 91)]"
,4,"(0, 1, 5, 6)","[(15, 110), (240, 250), (121, 91), (154, 78)]"
,4,"(0, 3, 5, 6)","[(15, 110), (200, 161), (121, 91), (154, 78)]"
,4,"(0, 5, 6, 7)","[(15, 110), (121, 91), (154, 78), (235, 5)]"
