PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(90, 219)",2,"(0, 1)","[(90, 219), (231, 110)]"
"(231, 110)",2,"(0, 2)","[(90, 219), (170, 134)]"
"(170, 134)",2,"(0, 6)","[(90, 219), (98, 92)]"
"(178, 95)",2,"(0, 7)","[(90, 219), (25, 37)]"
"(167, 105)",2,"(1, 2)","[(231, 110), (170, 134)]"
"(152, 109)",2,"(1, 3)","[(231, 110), (178, 95)]"
"(98, 92)",2,"(1, 7)","[(231, 110), (25, 37)]"
"(25, 37)",2,"(3, 7)","[(178, 95), (25, 37)]"
,2,"(6, 7)","[(98, 92), (25, 37)]"
,3,"(0, 1, 2)","[(90, 219), (231, 110), (170, 134)]"
,3,"(0, 2, 5)","[(90, 219), (170, 134), (152, 109)]"
,3,"(0, 2, 6)","[(90, 219), (170, 134), (98, 92)]"
,3,"(0, 6, 7)","[(90, 219), (98, 92), (25, 37)]"
,3,"(1, 2, 3)","[(231, 110), (170, 134), (178, 95)]"
,3,"(1, 3, 4)","[(231, 110), (178, 95), (167, 105)]"
,3,"(1, 3, 7)","[(231, 110), (178, 95), (25, 37)]"
,3,"(3, 6, 7)","[(178, 95), (98, 92), (25, 37)]"
,3,"(5, 6, 7)","[(152, 109), (98, 92), (25, 37)]"
,4,"(0, 1, 2, 3)","[(90, 219), (231, 110), (170, 134), (178, 95)]"
,4,"(0, 1, 2, 4)","[(90, 219), (231, 110), (170, 134), (167, 105)]"
,4,"(0, 1, 2, 5)","[(90, 219), (231, 110), (170, 134), (152, 109)]"
,4,"(0, 2, 4, 5)","[(90, 219), (170, 134), (167, 105), (152, 109)]"
,4,"(0, 2, 5, 6)","[(90, 219), (170, 134), (152, 109), (98, 92)]"
,4,"(0, 2, 6, 7)","[(90, 219), (170, 134), (98, 92), (25, 37)]"
,4,"(0, 5, 6, 7)","[(90, 219), (152, 109), (98, 92), (25, 37)]"
