PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(114, 218)",2,"(0, 1)","[(114, 218), (198, 182)]"
"(198, 182)",2,"(0, 3)","[(114, 218), (123, 175)]"
"(158, 155)",2,"(0, 5)","[(114, 218), (104, 157)]"
"(123, 175)",2,"(0, 7)","[(114, 218), (57, 64)]"
"(113, 139)",2,"(1, 2)","[(198, 182), (158, 155)]"
"(104, 157)",2,"(1, 7)","[(198, 182), (57, 64)]"
"(89, 122)",2,"(2, 7)","[(158, 155), (57, 64)]"
"(57, 64)",2,"(6, 7)","[(89, 122), (57, 64)]"
,3,"(0, 1, 2)","[(114, 218), (198, 182), (158, 155)]"
,3,"(0, 1, 3)","[(114, 218), (198, 182), (123, 175)]"
,3,"(0, 3, 5)","[(114, 218), (123, 175), (104, 157)]"
,3,"(0, 5, 6)","[(114, 218), (104, 157), (89, 122)]"
,3,"(0, 5, 7)","[(114, 218), (104, 157), (57, 64)]"
,3,"(0, 6, 7)","[(114, 218), (89, 122), (57, 64)]"
,3,"(1, 2, 3)","[(198, 182), (158, 155), (123, 175)]"
,3,"(1, 2, 4)","[(198, 182), (158, 155), (113, 139)]"
,3,"(1, 2, 7)","[(198, 182), (158, 155), (57, 64)]"
,3,"(2, 6, 7)","[(158, 155), (89, 122), (57, 64)]"
,3,"(4, 6, 7)","[(113, 139), (89, 122), (57, 64)]"
,3,"(5, 6, 7)","[(104, 157), (89, 122), (57, 64)]"
,4,"(0, 1, 2, 3)","[(114, 218), (198, 182), (158, 155), (123, 175)]"
,4,"(0, 1, 3, 5)","[(114, 218), (198, 182), (123, 175), (104, 157)]"
,4,"(0, 3, 4, 5)","[(114, 218), (123, 175), (113, 139), (104, 157)]"
,4,"(0, 3, 5, 6)","[(114, 218), (123, 175), (104, 157), (89, 122)]"
,4,"(0, 5, 6, 7)","[(114, 218), (104, 157), (89, 122), (57, 64)]"
