PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(7, 79)",2,"(0, 1)","[(7, 79), (78, 176)]"
"(78, 176)",2,"(0, 6)","[(7, 79), (26, 76)]"
"(205, 250)",2,"(0, 7)","[(7, 79), (249, 12)]"
"(170, 207)",2,"(1, 2)","[(78, 176), (205, 250)]"
"(158, 181)",2,"(2, 3)","[(205, 250), (170, 207)]"
"(90, 130)",2,"(2, 7)","[(205, 250), (249, 12)]"
"(26, 76)",2,"(4, 7)","[(158, 181), (249, 12)]"
"(249, 12)",2,"(6, 7)","[(26, 76), (249, 12)]"
,3,"(0, 1, 2)","[(7, 79), (78, 176), (205, 250)]"
,3,"(0, 1, 6)","[(7, 79), (78, 176), (26, 76)]"
,3,"(0, 5, 6)","[(7, 79), (90, 130), (26, 76)]"
,3,"(0, 6, 7)","[(7, 79), (26, 76), (249, 12)]"
,3,"(1, 2, 3)","[(78, 176), (205, 250), (170, 207)]"
,3,"(2, 3, 4)","[(205, 250), (170, 207), (158, 181)]"
,3,"(2, 3, 7)","[(205, 250), (170, 207), (249, 12)]"
,3,"(2, 4, 7)","[(205, 250), (158, 181), (249, 12)]"
,3,"(3, 4, 7)","[(170, 207), (158, 181), (249, 12)]"
,3,"(4, 5, 7)","[(158, 181), (90, 130), (249, 12)]"
,3,"(4, 6, 7)","[(158, 181), (26, 76), (249, 12)]"
,3,"(5, 6, 7)","[(90, 130), (26, 76), (249, 12)]"
,4,"(0, 1, 2, 3)","[(7, 79), (78, 176), (205, 250), (170, 207)]"
,4,"(0, 1, 2, 6)","[(7, 79), (78, 176), (205, 250), (26, 76)]"
,4,"(0, 1, 5, 6)","[(7, 79), (78, 176), (90, 130), (26, 76)]"
,4,"(0, 5, 6, 7)","[(7, 79), (90, 130), (26, 76), (249, 12)]"
