PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(51, 118)",2,"(0, 1)","[(51, 118), (45, 137)]"
"(45, 137)",2,"(0, 7)","[(51, 118), (164, 68)]"
"(188, 184)",2,"(1, 2)","[(45, 137), (188, 184)]"
"(210, 173)",2,"(2, 3)","[(188, 184), (210, 173)]"
"(162, 144)",2,"(3, 7)","[(210, 173), (164, 68)]"
"(169, 125)",2,"(5, 7)","[(169, 125), (164, 68)]"
"(123, 106)",2,"(6, 7)","[(123, 106), (164, 68)]"
"(164, 68)",3,"(0, 1, 2)","[(51, 118), (45, 137), (188, 184)]"
,3,"(0, 1, 6)","[(51, 118), (45, 137), (123, 106)]"
,3,"(0, 1, 7)","[(51, 118), (45, 137), (164, 68)]"
,3,"(0, 6, 7)","[(51, 118), (123, 106), (164, 68)]"
,3,"(1, 2, 3)","[(45, 137), (188, 184), (210, 173)]"
,3,"(2, 3, 4)","[(188, 184), (210, 173), (162, 144)]"
,3,"(2, 3, 5)","[(188, 184), (210, 173), (169, 125)]"
,3,"(2, 3, 7)","[(188, 184), (210, 173), (164, 68)]"
,3,"(3, 5, 7)","[(210, 173), (169, 125), (164, 68)]"
,3,"(5, 6, 7)","[(169, 125), (123, 106), (164, 68)]"
,4,"(0, 1, 2, 3)","[(51, 118), (45, 137), (188, 184), (210, 173)]"
,4,"(0, 1, 2, 4)","[(51, 118), (45, 137), (188, 184), (162, 144)]"
,4,"(0, 1, 2, 6)","[(51, 118), (45, 137), (188, 184), (123, 106)]"
,4,"(0, 1, 4, 6)","[(51, 118), (45, 137), (162, 144), (123, 106)]"
,4,"(0, 1, 6, 7)","[(51, 118), (45, 137), (123, 106), (164, 68)]"
,4,"(0, 5, 6, 7)","[(51, 118), (169, 125), (123, 106), (164, 68)]"
