PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(30, 48)",2,"(0, 1)","[(30, 48), (83, 193)]"
"(83, 193)",2,"(0, 6)","[(30, 48), (134, 117)]"
"(106, 207)",2,"(0, 7)","[(30, 48), (226, 100)]"
"(115, 190)",2,"(1, 2)","[(83, 193), (106, 207)]"
"(107, 162)",2,"(2, 3)","[(106, 207), (115, 190)]"
"(117, 164)",2,"(2, 7)","[(106, 207), (226, 100)]"
"(134, 117)",2,"(3, 7)","[(115, 190), (226, 100)]"
"(226, 100)",2,"(6, 7)","[(134, 117), (226, 100)]"
,3,"(0, 1, 2)","[(30, 48), (83, 193), (106, 207)]"
,3,"(0, 1, 4)","[(30, 48), (83, 193), (107, 162)]"
,3,"(0, 1, 6)","[(30, 48), (83, 193), (134, 117)]"
,3,"(0, 4, 6)","[(30, 48), (107, 162), (134, 117)]"
,3,"(0, 6, 7)","[(30, 48), (134, 117), (226, 100)]"
,3,"(1, 2, 3)","[(83, 193), (106, 207), (115, 190)]"
,3,"(2, 3, 7)","[(106, 207), (115, 190), (226, 100)]"
,3,"(3, 6, 7)","[(115, 190), (134, 117), (226, 100)]"
,3,"(5, 6, 7)","[(117, 164), (134, 117), (226, 100)]"
,4,"(0, 1, 2, 3)","[(30, 48), (83, 193), (106, 207), (115, 190)]"
,4,"(0, 1, 2, 4)","[(30, 48), (83, 193), (106, 207), (107, 162)]"
,4,"(0, 1, 4, 5)","[(30, 48), (83, 193), (107, 162), (117, 164)]"
,4,"(0, 1, 4, 6)","[(30, 48), (83, 193), (107, 162), (134, 117)]"
,4,"(0, 4, 5, 6)","[(30, 48), (107, 162), (117, 164), (134, 117)]"
,4,"(0, 4, 6, 7)","[(30, 48), (107, 162), (134, 117), (226, 100)]"
,4,"(0, 5, 6, 7)","[(30, 48), (117, 164), (134, 117), (226, 100)]"
