PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(221, 168)",2,"(0, 1)","[(221, 168), (243, 38)]"
"(243, 38)",2,"(0, 4)","[(221, 168), (129, 162)]"
"(49, 30)",2,"(0, 7)","[(221, 168), (13, 226)]"
"(72, 153)",2,"(1, 2)","[(243, 38), (49, 30)]"
"(129, 162)",2,"(2, 3)","[(49, 30), (72, 153)]"
"(53, 170)",2,"(2, 5)","[(49, 30), (53, 170)]"
"(31, 196)",2,"(2, 6)","[(49, 30), (31, 196)]"
"(13, 226)",2,"(2, 7)","[(49, 30), (13, 226)]"
,2,"(6, 7)","[(31, 196), (13, 226)]"
,3,"(0, 1, 2)","[(221, 168), (243, 38), (49, 30)]"
,3,"(0, 1, 4)","[(221, 168), (243, 38), (129, 162)]"
,3,"(0, 4, 7)","[(221, 168), (129, 162), (13, 226)]"
,3,"(0, 6, 7)","[(221, 168), (31, 196), (13, 226)]"
,3,"(1, 2, 3)","[(243, 38), (49, 30), (72, 153)]"
,3,"(2, 3, 5)","[(49, 30), (72, 153), (53, 170)]"
,3,"(2, 5, 6)","[(49, 30), (53, 170), (31, 196)]"
,3,"(2, 6, 7)","[(49, 30), (31, 196), (13, 226)]"
,3,"(5, 6, 7)","[(53, 170), (31, 196), (13, 226)]"
,4,"(0, 1, 2, 3)","[(221, 168), (243, 38), (49, 30), (72, 153)]"
,4,"(0, 1, 2, 4)","[(221, 168), (243, 38), (49, 30), (129, 162)]"
,4,"(0, 1, 3, 4)","[(221, 168), (243, 38), (72, 153), (129, 162)]"
,4,"(0, 1, 4, 7)","[(221, 168), (243, 38), (129, 162), (13, 226)]"
,4,"(0, 4, 6, 7)","[(221, 168), (129, 162), (31, 196), (13, 226)]"
,4,"(0, 5, 6, 7)","[(221, 168), (53, 170), (31, 196), (13, 226)]"
